Date,BTC_log_ret,GSPC_adj_price,GSPC_log_ret,NVDA_adj_price,NVDA_log_ret,Gold_adj_price,Gold_log_ret,US_inflation_rate,3_month_LIBOR,lag_BTC_log_ret,lag_GSPC_adj_price,lag_GSPC_log_ret,lag_NVDA_adj_price,lag_NVDA_log_ret,lag_Gold_adj_price,lag_Gold_log_ret,lag_US_inflation_rate,lag_3_month_LIBOR,,,,,
4/30/2013,0,"1,597.57",0,12.850796,0,1469.31,0,0.0234,0.002731,0,0,0,0,0,0,0,0,0,,,,,
5/1/2013,-0.17238547,"1,582.70",-0.009351473,12.738806,-0.00875283,1473.18,0.002630427,0.023,0.002731,0,0,0,0,0,0,0,0,0,,,,,
5/2/2013,-0.10613011,"1,597.59",0.009364004,12.888124,0.011653342,1455.11,-0.01234183,0.0228,0.002731,0,0,0,0,0,0,0,0,0,,,,,
5/3/2013,-0.07354515,"1,614.42",0.010479564,12.944119,0.004335287,1474.56,0.013278141,0.0231,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/6/2013,0.13876066,"1,617.50",0.001905961,12.90679,-0.002888024,1473.96,-0.000406984,0.0231,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/7/2013,-0.00714927,"1,625.96",0.005216639,12.738806,-0.013100604,1465.31,-0.005885832,0.0232,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/8/2013,0.0183948,"1,632.69",0.004130539,12.972118,0.01814936,1452.41,-0.008842578,0.0229,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/9/2013,-0.00795619,"1,626.67",-0.003693918,12.981448,0.000718976,1470.54,0.012405435,0.0231,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/10/2013,0.03941868,"1,633.70",0.004312344,13.569394,0.044295554,1456.71,-0.009449212,0.0235,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/13/2013,0.00663324,"1,633.77",0.000042889,13.289419,-0.020848661,1435.75,-0.014493108,0.0233,0.002751,0,0,0,0,0,0,0,0,0,,,,,
5/14/2013,-0.05649053,"1,650.34",0.010091067,13.485399,0.01463939,1438.41,0.001850976,0.0233,0.002741,0,0,0,0,0,0,0,0,0,,,,,
5/15/2013,0.02410182,"1,658.78",0.005101103,13.718713,0.017153269,1424.59,-0.009654284,0.023,0.002741,0,0,0,0,0,0,0,0,0,,,,,
5/16/2013,0.03897824,"1,650.47",-0.005022332,13.653385,-0.004773337,1392.31,-0.022919815,0.0227,0.002741,0,0,0,0,0,0,0,0,0,,,,,
5/17/2013,0.035161,"1,667.47",0.010247412,13.877364,0.016271547,1387.94,-0.003143605,0.0226,0.002736,0,0,0,0,0,0,0,0,0,,,,,
5/20/2013,-0.00824461,"1,666.29",-0.000707869,13.849368,-0.002019424,1345.64,-0.030950897,0.0228,0.002731,0,0,0,0,0,0,0,0,0,,,,,
5/21/2013,0.00718722,"1,669.16",0.001720905,13.994755,0.010443017,1395.15,0.0361322,0.0228,0.002741,0,0,0,0,0,0,0,0,0,,,,,
5/22/2013,0.00818581,"1,655.35",-0.008308074,13.507,-0.035474547,1384.46,-0.007691764,0.0227,0.0027375,0,0,0,0,0,0,0,0,0,,,,,
5/23/2013,0.02242801,"1,650.51",-0.002928115,13.722738,0.015846096,1384.36,-0.000072233,0.0226,0.0027275,0,0,0,0,0,0,0,0,0,,,,,
5/24/2013,0.05002967,"1,649.60",-0.000551517,13.638322,-0.006170541,1391.91,0.005438966,0.0227,0.0027275,0,0,0,0,0,0,0,0,0,,,,,
5/28/2013,-0.03203935,"1,660.06",0.006320962,13.62894,-0.000688151,1391.24,-0.000481469,0.0229,0.0027275,0,0,0,0,0,0,0,0,0,,,,,
5/29/2013,0.02525967,"1,648.36",-0.007072937,13.544521,-0.006213362,1385.1,-0.004423097,0.0223,0.0027575,0,0,0,0,0,0,0,0,0,,,,,
5/30/2013,-0.02681126,"1,654.41",0.003663625,13.722738,0.013072054,1405.71,0.014770174,0.0218,0.0027465,0,0,0,0,0,0,0,0,0,,,,,
5/31/2013,0.00155159,"1,630.74",-0.014410577,13.572662,-0.010996542,1416.21,0.007441776,0.0221,0.0027525,0,0,0,0,0,0,0,0,0,,,,,
6/3/2013,-0.0539897,"1,640.42",0.00591844,13.553901,-0.00138322,1412.48,-0.002637265,0.022,0.0027325,0,0,0,0,0,0,0,0,0,,,,,
6/4/2013,-0.00656709,"1,631.38",-0.005526048,13.572662,0.00138322,1408.75,-0.002644238,0.0219,0.0027395,0,0,0,0,0,0,0,0,0,,,,,
6/5/2013,0.00189246,"1,608.90",-0.013875555,13.281884,-0.021656621,1402.61,-0.004368,0.0216,0.0027445,0,0,0,0,0,0,0,0,0,,,,,
6/6/2013,-0.03046344,"1,622.56",0.008454455,13.366304,0.006335912,1398.91,-0.002641425,0.0213,0.0027425,0,0,0,0,0,0,0,0,0,,,,,
6/7/2013,-0.05666003,"1,643.38",0.012749914,13.553901,0.01393749,1412.69,0.009802326,0.0214,0.0027515,0,0,0,0,0,0,0,0,0,,,,,
6/10/2013,-0.04728905,"1,642.81",-0.000346873,13.544521,-0.000692291,1382.91,-0.021305714,0.0211,0.0027415,0,0,0,0,0,0,0,0,0,,,,,
6/11/2013,0.02369449,"1,626.13",-0.010205264,13.291266,-0.018874984,1381.36,-0.001121454,0.0207,0.0027225,0,1597.57,0,12.850796,0,1469.31,0,0.0234,0.002731,,,,,
6/12/2013,-0.00691088,"1,612.52",-0.008404777,13.178707,-0.008504707,1374.59,-0.004913016,0.0204,0.0027325,-0.17238547,1582.7,-0.009351473,12.738806,-0.00875283,1473.18,0.002630427,0.023,0.002731,,,,,
6/13/2013,-0.03912825,"1,636.36",0.014676069,13.478865,0.022520482,1389.16,0.010543743,0.0204,0.0027325,-0.10613011,1597.59,0.009364004,12.888124,0.011653342,1455.11,-0.01234183,0.0228,0.002731,,,,,
6/14/2013,-0.03942073,"1,626.73",-0.005902401,13.460103,-0.001392927,1381.44,-0.005572815,0.0205,0.0027275,-0.07354515,1614.42,0.010479564,12.944119,0.004335287,1474.56,0.013278141,0.0231,0.002751,,,,,
6/17/2013,0.01705714,"1,639.04",0.007538876,13.591421,0.009708808,1386.8,0.003872501,0.0204,0.0027325,0.13876066,1617.5,0.001905961,12.90679,-0.002888024,1473.96,-0.000406984,0.0231,0.002751,,,,,
6/18/2013,0.05453288,"1,651.81",0.007760964,13.507,-0.006230715,1381.46,-0.003858024,0.0206,0.0027225,-0.00714927,1625.96,0.005216639,12.738806,-0.013100604,1465.31,-0.005885832,0.0232,0.002751,,,,,
6/19/2013,0.00788318,"1,628.93",-0.013948301,13.91972,0.03009847,1364.51,-0.012345521,0.0204,0.0027175,0.0183948,1632.69,0.004130539,12.972118,0.01814936,1452.41,-0.008842578,0.0229,0.002751,,,,,
6/20/2013,0.01739971,"1,588.19",-0.025328425,13.544521,-0.027324429,1342.91,-0.015956489,0.0195,0.0027255,-0.00795619,1626.67,-0.003693918,12.981448,0.000718976,1470.54,0.012405435,0.0231,0.002751,,,,,
6/21/2013,-0.00591852,"1,592.43",0.002666219,13.525763,-0.001385874,1290.21,-0.040033905,0.0193,0.0027275,0.03941868,1633.7,0.004312344,13.569394,0.044295554,1456.71,-0.009449212,0.0235,0.002751,,,,,
6/24/2013,-0.06372302,"1,573.09",-0.012219369,13.244367,-0.021023907,1296.86,0.005140962,0.0193,0.0027675,0.00663324,1633.77,0.000042889,13.289419,-0.020848661,1435.75,-0.014493108,0.0233,0.002751,,,,,
6/25/2013,0.01170849,"1,588.03",0.009452456,13.338166,0.00705722,1281.99,-0.0115324,0.0196,0.002761,-0.05649053,1650.34,0.010091067,13.485399,0.01463939,1438.41,0.001850976,0.0233,0.002741,,,,,
6/26/2013,0.00048088,"1,603.26",0.00954479,13.263125,-0.005641922,1270.59,-0.008932199,0.0195,0.002756,0.02410182,1658.78,0.005101103,13.718713,0.017153269,1424.59,-0.009654284,0.023,0.002741,,,,,
6/27/2013,-0.02492341,"1,613.20",0.006180691,13.141187,-0.009236284,1236.9,-0.02687311,0.0199,0.00274,0.03897824,1650.47,-0.005022332,13.653385,-0.004773337,1392.31,-0.022919815,0.0227,0.002741,,,,,
6/28/2013,-0.06928161,"1,606.28",-0.004298789,13.169329,0.002139222,1206.66,-0.024752037,0.0199,0.002731,0.035161,1667.47,0.010247412,13.877364,0.016271547,1387.94,-0.003143605,0.0226,0.002736,,,,,
7/1/2013,-0.07228104,"1,614.96",0.0053892,13.225606,0.004264234,1241.91,0.028794305,0.0202,0.002731,-0.00824461,1666.29,-0.000707869,13.849368,-0.002019424,1345.64,-0.030950897,0.0228,0.002731,,,,,
7/2/2013,0.02334824,"1,614.08",-0.000545057,13.216227,-0.000709406,1260.5,0.014857951,0.0204,0.002729,0.00718722,1669.16,0.001720905,13.994755,0.010443017,1395.15,0.0361322,0.0228,0.002741,,,,,
7/3/2013,-0.15058811,"1,615.41",0.000823708,13.253745,0.002834761,1243.86,-0.01328902,0.0204,0.002739,0.00818581,1655.35,-0.008308074,13.507,-0.035474547,1384.46,-0.007691764,0.0227,0.0027375,,,,,
7/5/2013,-0.12485363,"1,631.89",0.010150046,13.356925,0.007754823,1245.46,0.001285492,0.0207,0.002699,0.02242801,1650.51,-0.002928115,13.722738,0.015846096,1384.36,-0.000072233,0.0226,0.0027275,,,,,
7/8/2013,0.11174082,"1,640.46",0.005237805,13.291266,-0.004927849,1221.84,-0.01914702,0.0207,0.002686,0.05002967,1649.6,-0.000551517,13.638322,-0.006170541,1391.91,0.005438966,0.0227,0.0027275,,,,,
7/9/2013,0.00221918,"1,652.32",0.007203662,13.356925,0.004927849,1255.31,0.027024635,0.0206,0.002691,-0.03203935,1660.06,0.006320962,13.62894,-0.000688151,1391.24,-0.000481469,0.0229,0.0027275,,,,,
7/10/2013,0.12337436,"1,652.62",0.000181576,13.535143,0.013254511,1252.1,-0.002560412,0.0206,0.002691,0.02525967,1648.36,-0.007072937,13.544521,-0.006213362,1385.1,-0.004423097,0.0223,0.0027575,,,,,
7/11/2013,0.02526594,"1,675.02",0.013463213,13.722738,0.013764677,1285.81,0.026566728,0.0204,0.002681,-0.02681126,1654.41,0.003663625,13.722738,0.013072054,1405.71,0.014770174,0.0218,0.0027465,,,,,
7/12/2013,0.05051191,"1,680.19",0.00308173,13.732121,0.000683522,1282.66,-0.002452823,0.0206,0.002676,0.00155159,1630.74,-0.014410577,13.572662,-0.010996542,1416.21,0.007441776,0.0221,0.0027525,,,,,
7/15/2013,0.05011726,"1,682.50",0.001373935,13.703977,-0.002051604,1288.54,0.004573748,0.021,0.002676,-0.0539897,1640.42,0.00591844,13.553901,-0.00138322,1412.48,-0.002637265,0.022,0.0027325,,,,,
7/16/2013,-0.00970138,"1,676.26",-0.003715655,13.779017,0.005460845,1283.31,-0.004067117,0.0214,0.002662,-0.00656709,1631.38,-0.005526048,13.572662,0.00138322,1408.75,-0.002644238,0.0219,0.0027395,,,,,
7/17/2013,0.01071712,"1,680.91",0.002770206,13.703977,-0.005460845,1287.81,0.003500424,0.0214,0.002662,0.00189246,1608.9,-0.013875555,13.281884,-0.021656621,1402.61,-0.004368,0.0216,0.0027445,,,,,
7/18/2013,-0.08382311,"1,689.37",0.005020342,13.647703,-0.004114854,1275.4,-0.009683246,0.0218,0.002662,-0.03046344,1622.56,0.008454455,13.366304,0.006335912,1398.91,-0.002641425,0.0213,0.0027425,,,,,
7/19/2013,0.01740126,"1,692.09",0.001608756,13.356925,-0.021536252,1288.21,0.009993803,0.0221,0.002647,-0.05666003,1643.38,0.012749914,13.553901,0.01393749,1412.69,0.009802326,0.0214,0.0027515,,,,,
7/22/2013,-0.00609426,"1,695.53",0.002030962,13.347546,-0.000702429,1317.94,0.022816254,0.0222,0.002647,-0.04728905,1642.81,-0.000346873,13.544521,-0.000692291,1382.91,-0.021305714,0.0211,0.0027415,,,,,
7/23/2013,0.04221389,"1,692.39",-0.001853653,13.328785,-0.001406566,1332.25,0.010799331,0.022,0.002659,0.02369449,1626.13,-0.010205264,13.291266,-0.018874984,1381.36,-0.001121454,0.0207,0.0027225,,,,,
7/24/2013,-0.01104867,"1,685.94",-0.003818503,13.328785,0,1340.81,0.006404667,0.0217,0.002643,-0.00691088,1612.52,-0.008404777,13.178707,-0.008504707,1374.59,-0.004913016,0.0204,0.0027325,,,,,
7/25/2013,0.02497387,"1,690.25",0.00255321,13.375686,0.003512599,1318.61,-0.016695757,0.0217,0.002638,-0.03912825,1636.36,0.014676069,13.478865,0.022520482,1389.16,0.010543743,0.0204,0.0027325,,,,,
7/26/2013,-0.00912302,"1,691.65",0.000827951,13.319406,-0.004216512,1335.94,0.013057012,0.0215,0.00265,-0.03942073,1626.73,-0.005902401,13.460103,-0.001392927,1381.44,-0.005572815,0.0205,0.0027275,,,,,
7/29/2013,0.05254225,"1,685.33",-0.003743034,13.291266,-0.002114942,1326.41,-0.007159119,0.0216,0.00266,0.01705714,1639.04,0.007538876,13.591421,0.009708808,1386.8,0.003872501,0.0204,0.0027325,,,,,
7/30/2013,0.06493987,"1,685.96",0.000373747,13.516383,0.016795378,1324.96,-0.001093774,0.0217,0.00265,0.05453288,1651.81,0.007760964,13.507,-0.006230715,1381.46,-0.003858024,0.0206,0.0027225,,,,,
7/31/2013,-0.01775084,"1,685.73",-0.000136419,13.544521,0.002079606,1330.41,0.004104895,0.0222,0.002656,0.00788318,1628.93,-0.013948301,13.91972,0.03009847,1364.51,-0.012345521,0.0204,0.0027175,,,,,
8/1/2013,-0.01989689,"1,706.87",0.012462588,13.732121,0.013755576,1324.27,-0.004625801,0.0226,0.002656,0.01739971,1588.19,-0.025328425,13.544521,-0.027324429,1342.91,-0.015956489,0.0195,0.0027255,,,,,
8/2/2013,0.00479617,"1,709.67",0.001639114,13.844679,0.008163284,1303.66,-0.015685671,0.0221,0.002666,-0.00591852,1592.43,0.002666219,13.525763,-0.001385874,1290.21,-0.040033905,0.0193,0.0027275,,,,,
8/5/2013,0.01632534,"1,707.14",-0.001480931,13.910333,0.004730974,1313.3,0.00736736,0.0225,0.002654,-0.06372302,1573.09,-0.012219369,13.244367,-0.021023907,1296.86,0.005140962,0.0193,0.0027675,,,,,
8/6/2013,0.00497724,"1,697.37",-0.005739473,13.703977,-0.014945863,1301.29,-0.009186973,0.0228,0.002664,0.01170849,1588.03,0.009452456,13.338166,0.00705722,1281.99,-0.0115324,0.0196,0.002761,,,,,
8/7/2013,0,"1,690.91",-0.003813126,13.694599,-0.000684561,1278.4,-0.017746784,0.0226,0.002664,0.00048088,1603.26,0.00954479,13.263125,-0.005641922,1270.59,-0.008932199,0.0195,0.002756,,,,,
8/8/2013,-0.03576066,"1,697.48",0.003877921,13.788399,0.006826065,1292.55,0.011007715,0.0224,0.002647,-0.02492341,1613.2,0.006180691,13.141187,-0.009236284,1236.9,-0.02687311,0.0199,0.00274,,,,,
8/9/2013,-0.00194364,"1,691.42",-0.003576348,13.591421,-0.014388802,1310.64,0.013898556,0.0224,0.002647,-0.06928161,1606.28,-0.004298789,13.169329,0.002139222,1206.66,-0.024752037,0.0199,0.002731,,,,,
8/12/2013,0.03667332,"1,689.47",-0.001153586,13.478865,-0.008315882,1328.56,0.013580081,0.0224,0.002647,-0.07228104,1614.96,0.0053892,13.225606,0.004264234,1241.91,0.028794305,0.0202,0.002731,,,,,
8/13/2013,0.02188921,"1,694.16",0.00277221,13.525763,0.003473334,1332.4,0.002886178,0.0223,0.002642,0.02334824,1614.08,-0.000545057,13.216227,-0.000709406,1260.5,0.014857951,0.0204,0.002729,,,,,
8/14/2013,0.03213853,"1,685.39",-0.005190063,14.097934,0.041432025,1321.31,-0.008358159,0.0221,0.002632,-0.15058811,1615.41,0.000823708,13.253745,0.002834761,1243.86,-0.01328902,0.0204,0.002739,,,,,
8/15/2013,-0.02309696,"1,661.32",-0.014384565,14.191731,0.006631209,1340.06,0.01409072,0.0217,0.002632,-0.12485363,1631.89,0.010150046,13.356925,0.007754823,1245.46,0.001285492,0.0207,0.002699,,,,,
8/16/2013,-0.00913332,"1,655.83",-0.003310067,14.248011,0.003957847,1364.26,0.017897768,0.0216,0.002641,0.11174082,1640.46,0.005237805,13.291266,-0.004927849,1221.84,-0.01914702,0.0207,0.002686,,,,,
8/19/2013,0.08786736,"1,646.06",-0.005917778,14.022894,-0.015926038,1377.26,0.009483861,0.0213,0.002631,0.00221918,1652.32,0.007203662,13.356925,0.004927849,1255.31,0.027024635,0.0206,0.002691,,,,,
8/20/2013,0.01840109,"1,652.35",0.003813913,14.093597,0.005029301,1364.21,-0.009520512,0.0215,0.002621,0.12337436,1652.62,0.000181576,13.535143,0.013254511,1252.1,-0.002560412,0.0206,0.002691,,,,,
8/21/2013,0.01709583,"1,642.80",-0.00579637,14.027608,-0.004693193,1368.87,0.003410075,0.0214,0.002621,0.02526594,1675.02,0.013463213,13.722738,0.013764677,1285.81,0.026566728,0.0204,0.002681,,,,,
8/22/2013,-0.01759096,"1,656.96",0.008582442,14.103025,0.005361926,1366.66,-0.001615775,0.0211,0.002621,0.05051191,1680.19,0.00308173,13.732121,0.000683522,1282.66,-0.002452823,0.0206,0.002676,,,,,
8/23/2013,-0.02211649,"1,663.50",0.003939242,14.103025,0,1373.51,0.0049997,0.0213,0.002621,0.05011726,1682.5,0.001373935,13.703977,-0.002051604,1288.54,0.004573748,0.021,0.002676,,,,,
8/26/2013,0.01307866,"1,656.78",-0.004047839,14.131309,0.002003519,1398.66,0.018145128,0.0215,0.0026075,-0.00970138,1676.26,-0.003715655,13.779017,0.005460845,1283.31,-0.004067117,0.0214,0.002662,,,,,
8/27/2013,0.05225069,"1,630.48",-0.016001539,13.952191,-0.012756275,1407.09,0.006009107,0.0215,0.002594,0.01071712,1680.91,0.002770206,13.703977,-0.005460845,1287.81,0.003500424,0.0214,0.002662,,,,,
8/28/2013,-0.03115217,"1,634.96",0.002743878,13.952191,0,1423.5,0.011594886,0.0215,0.002605,-0.08382311,1689.37,0.005020342,13.647703,-0.004114854,1275.4,-0.009683246,0.0218,0.002662,,,,,
8/29/2013,-0.00187747,"1,638.17",0.001961477,13.923907,-0.002029266,1412.74,-0.007587547,0.021,0.002612,0.01740126,1692.09,0.001608756,13.356925,-0.021536252,1288.21,0.009993803,0.0221,0.002647,,,,,
8/30/2013,0.0868139,"1,632.97",-0.003179367,13.905056,-0.001354776,1406,-0.004782288,0.021,0.002595,-0.00609426,1695.53,0.002030962,13.347546,-0.000702429,1317.94,0.022816254,0.0222,0.002647,,,,,
9/3/2013,0.02427411,"1,639.77",0.004155575,13.914485,0.000677869,1390.5,-0.011085399,0.021,0.002595,0.04221389,1692.39,-0.001853653,13.328785,-0.001406566,1332.25,0.010799331,0.022,0.002659,,,,,
9/4/2013,-0.07616294,"1,653.08",0.008084188,14.046465,0.009440379,1408.95,0.013181351,0.0207,0.00259,-0.01104867,1685.94,-0.003818503,13.328785,0,1340.81,0.006404667,0.0217,0.002643,,,,,
9/5/2013,-0.00244895,"1,655.08",0.001209132,14.084171,0.00268078,1390.51,-0.01317416,0.0206,0.002581,0.02497387,1690.25,0.00255321,13.375686,0.003512599,1318.61,-0.016695757,0.0217,0.002638,,,,,
9/6/2013,-0.05930559,"1,655.17",0.00005443,14.027608,-0.004024155,1369.06,-0.015546213,0.0207,0.002564,-0.00912302,1691.65,0.000827951,13.319406,-0.004216512,1335.94,0.013057012,0.0215,0.00265,,,,,
9/9/2013,0.06466965,"1,671.71",0.009943282,14.263288,0.016661576,1385.51,0.01194393,0.0206,0.002559,0.05254225,1685.33,-0.003743034,13.291266,-0.002114942,1326.41,-0.007159119,0.0216,0.00266,,,,,
9/10/2013,-0.00948549,"1,683.99",0.00731894,14.564956,0.020929406,1382.76,-0.001986801,0.021,0.002559,0.06493987,1685.96,0.000373747,13.516383,0.016795378,1324.96,-0.001093774,0.0217,0.00265,,,,,
9/11/2013,0.07155755,"1,689.13",0.003047635,14.810064,0.01668858,1363.36,-0.014129261,0.0213,0.002544,-0.01775084,1685.73,-0.000136419,13.544521,0.002079606,1330.41,0.004104895,0.0222,0.002656,,,,,
9/12/2013,-0.01579882,"1,683.42",-0.003386142,14.800634,-0.000636932,1360.7,-0.001952968,0.0211,0.002544,-0.01989689,1706.87,0.012462588,13.732121,0.013755576,1324.27,-0.004625801,0.0226,0.002656,,,,,
9/13/2013,0.01380052,"1,687.99",0.002711001,14.894908,0.006349392,1324.71,-0.026805706,0.021,0.002539,0.00479617,1709.67,0.001639114,13.844679,0.008163284,1303.66,-0.015685671,0.0221,0.002666,,,,,
9/16/2013,-0.02444816,"1,697.60",0.005677009,14.904335,0.000632701,1327.26,0.001923099,0.0212,0.0025185,0.01632534,1707.14,-0.001480931,13.910333,0.004730974,1313.3,0.00736736,0.0225,0.002654,,,,,
9/17/2013,-0.00045562,"1,704.76",0.004208869,14.95147,0.003157513,1315.54,-0.008869439,0.0216,0.0025195,0.00497724,1697.37,-0.005739473,13.703977,-0.014945863,1301.29,-0.009186973,0.0228,0.002664,,,,,
9/18/2013,-0.00144415,"1,725.52",0.012104122,15.08345,0.008788494,1302.96,-0.009608628,0.022,0.0025245,0,1690.91,-0.003813126,13.694599,-0.000684561,1278.4,-0.017746784,0.0226,0.002664,,,,,
9/19/2013,-0.01394018,"1,722.34",-0.001844654,15.01746,-0.004384592,1368,0.04871122,0.0221,0.002502,-0.03576066,1697.48,0.003877921,13.788399,0.006826065,1292.55,0.011007715,0.0224,0.002647,,,,,
9/20/2013,-0.02033651,"1,709.91",-0.007243054,14.885482,-0.008827149,1363.17,-0.003536949,0.0223,0.002496,-0.00194364,1691.42,-0.003576348,13.591421,-0.014388802,1310.64,0.013898556,0.0224,0.002647,,,,,
9/23/2013,-0.00861699,"1,701.84",-0.004730759,14.744072,-0.009545272,1325.91,-0.027713854,0.0226,0.002506,0.03667332,1689.47,-0.001153586,13.478865,-0.008315882,1328.56,0.013580081,0.0224,0.002647,,,,,
9/24/2013,0.01026865,"1,697.42",-0.002600522,14.800634,0.003828914,1324.16,-0.00132072,0.0219,0.002502,0.02188921,1694.16,0.00277221,13.525763,0.003473334,1332.4,0.002886178,0.0223,0.002642,,,,,
9/25/2013,0.00759388,"1,692.77",-0.002743225,14.819489,0.001273121,1323.56,-0.00045322,0.0218,0.002476,0.03213853,1685.39,-0.005190063,14.097934,0.041432025,1321.31,-0.008358159,0.0221,0.002632,,,,,
9/26/2013,0.00124708,"1,698.67",0.003479366,14.772354,-0.003185678,1334.51,0.008239107,0.0219,0.002481,-0.02309696,1661.32,-0.014384565,14.191731,0.006631209,1340.06,0.01409072,0.0217,0.002632,,,,,
9/27/2013,0.04120204,"1,691.75",-0.004082122,14.68751,-0.005759988,1322.14,-0.009312547,0.0218,0.0024835,-0.00913332,1655.83,-0.003310067,14.248011,0.003957847,1364.26,0.017897768,0.0216,0.002641,,,,,
9/30/2013,-0.00584753,"1,681.55",-0.00604748,14.668655,-0.001284569,1336.61,0.010884922,0.0219,0.0024885,0.08786736,1646.06,-0.005917778,14.022894,-0.015926038,1377.26,0.009483861,0.0213,0.002631,,,,,
10/1/2013,-0.0061845,"1,695.00",0.007966725,14.659226,-0.000643006,1331.96,-0.003485016,0.022,0.0024585,0.01840109,1652.35,0.003813913,14.093597,0.005029301,1364.21,-0.009520512,0.0215,0.002621,,,,,
10/2/2013,-0.14682648,"1,693.87",-0.000666892,14.649801,-0.000643147,1290.56,-0.031575309,0.022,0.0024435,0.01709583,1642.8,-0.00579637,14.027608,-0.004693193,1368.87,0.003410075,0.0214,0.002621,,,,,
10/3/2013,0.07995508,"1,678.66",-0.009019973,14.498967,-0.010349346,1311.76,0.016293514,0.0219,0.0024285,-0.01759096,1656.96,0.008582442,14.103025,0.005361926,1366.66,-0.001615775,0.0211,0.002621,,,,,
10/4/2013,0.04259669,"1,690.50",0.007028467,14.696936,0.013561631,1315.51,0.002854676,0.022,0.0024285,-0.02211649,1663.5,0.003939242,14.103025,0,1373.51,0.0049997,0.0213,0.002621,,,,,
10/7/2013,-0.01617539,"1,676.12",-0.008542748,14.696936,0,1310.57,-0.003762266,0.022,0.0024335,0.01307866,1656.78,-0.004047839,14.131309,0.002003519,1398.66,0.018145128,0.0215,0.0026075,,,,,
10/8/2013,-0.00743263,"1,655.45",-0.01240875,14.574382,-0.008373707,1322.74,0.009243186,0.0218,0.002436,0.05225069,1630.48,-0.016001539,13.952191,-0.012756275,1407.09,0.006009107,0.0215,0.002594,,,,,
10/9/2013,0.0365462,"1,656.40",0.000573742,14.348131,-0.01564564,1315.71,-0.005328899,0.0221,0.002456,-0.03115217,1634.96,0.002743878,13.952191,0,1423.5,0.011594886,0.0215,0.002605,,,,,
10/10/2013,-0.00076546,"1,692.56",0.021595623,14.508393,0.01110762,1302.52,-0.010075594,0.0221,0.002431,-0.00187747,1638.17,0.001961477,13.923907,-0.002029266,1412.74,-0.007587547,0.021,0.002612,,,,,
10/11/2013,0.00237103,"1,703.20",0.006266595,14.385842,-0.008482781,1289.26,-0.010232439,0.022,0.002436,0.0868139,1632.97,-0.003179367,13.905056,-0.001354776,1406,-0.004782288,0.021,0.002595,,,,,
10/14/2013,0.07091615,"1,710.14",0.004066441,14.602664,0.014959449,1271.44,-0.013918294,0.02205,0.002458,0.02427411,1639.77,0.004155575,13.914485,0.000677869,1390.5,-0.011085399,0.021,0.002595,,,,,
10/15/2013,0.03303772,"1,698.06",-0.00708879,14.527246,-0.005178057,1271.21,-0.000180914,0.0221,0.0024355,-0.07616294,1653.08,0.008084188,14.046465,0.009440379,1408.95,0.013181351,0.0207,0.00259,,,,,
10/16/2013,-0.01869473,"1,721.54",0.013732804,14.706366,0.012254541,1281.24,0.007859156,0.0219,0.0024605,-0.00244895,1655.08,0.001209132,14.084171,0.00268078,1390.51,-0.01317416,0.0206,0.002581,,,,,
10/17/2013,0.02562467,"1,733.15",0.006721314,14.734646,0.00192113,1304.66,0.018114111,0.0216,0.0024205,-0.05930559,1655.17,0.00005443,14.027608,-0.004024155,1369.06,-0.015546213,0.0207,0.002564,,,,,
10/18/2013,0.06428208,"1,744.50",0.006527406,14.904335,0.011450519,1319.66,0.011431657,0.0218,0.0024055,0.06466965,1671.71,0.009943282,14.263288,0.016661576,1385.51,0.01194393,0.0206,0.002559,,,,,
10/21/2013,0.1555603,"1,744.66",0.000091732,14.942043,0.002526807,1317.21,-0.001858264,0.0219,0.002386,-0.00948549,1683.99,0.00731894,14.564956,0.020929406,1382.76,-0.001986801,0.021,0.002559,,,,,
10/22/2013,0.06146041,"1,754.67",0.005721116,14.866626,-0.005060082,1311.71,-0.004184234,0.0217,0.0023835,0.07155755,1689.13,0.003047635,14.810064,0.01668858,1363.36,-0.014129261,0.0213,0.002544,,,,,
10/23/2013,0.09757846,"1,746.38",-0.004735753,14.612095,-0.017269225,1337.49,0.019463094,0.0215,0.0023835,-0.01579882,1683.42,-0.003386142,14.800634,-0.000636932,1360.7,-0.001952968,0.0211,0.002544,,,,,
10/24/2013,-0.07477076,"1,752.07",0.003252838,14.508393,-0.007122301,1335.96,-0.001144589,0.0217,0.002381,0.01380052,1687.99,0.002711001,14.894908,0.006349392,1324.71,-0.026805706,0.021,0.002539,,,,,
10/25/2013,-0.05997849,"1,759.77",0.004385215,14.366989,-0.009794165,1342.79,0.005099404,0.0219,0.0023685,-0.02444816,1697.6,0.005677009,14.904335,0.000632701,1327.26,0.001923099,0.0212,0.0025185,,,,,
10/28/2013,0.06159147,"1,762.11",0.001328816,14.338704,-0.00197069,1348.91,0.00454732,0.0219,0.0023585,-0.00045562,1704.76,0.004208869,14.95147,0.003157513,1315.54,-0.008869439,0.0216,0.0025195,,,,,
