Bitcoin,,,,SP500,,,Bitcoin,,NVDA ,,Gold Spot,,,Gold,,,,,
Date,Adjusted close price,Log Daily Returns,,,Adjusted close price,Log Daily Returns,Adjusted close price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,,,4/29/2013,"1,469.60",,work cited,https://finance.yahoo.com/
8/21/2014,517.24,0.01022142,,3/26/2015,"2,056.15",-0.00238033099,248.53,0.94%,20.309395,-0.00333269837,1208.8,0.016683737,,"1,208.80",8/23/2014,,1208.8,,
8/22/2014,514.04,-0.00620590,,3/27/2015,"2,061.02",0.00236576112,247.03,-0.61%,20.706484,0.01936330107,1199.76,-0.007506595185,,"1,199.76",8/24/2014,,1199.76,,
8/23/2014,498.08,-0.03154038,,3/30/2015,"2,086.24",0.01216238231,247.53,1.97%,20.793646,0.004200571331,1193,-0.005650393676,,"1,193.00",8/25/2014,"1,274.40",1193,,
8/24/2014,508.29,0.02029144,,3/31/2015,"2,067.89",-0.00883468590,244.22,-1.35%,20.270664,-0.02547274157,1182.11,-0.009170165856,,"1,182.11",8/26/2014,"1,286.12",1182.11,,
8/25/2014,502.5,-0.01145651,,4/1/2015,"2,059.69",-0.00397325460,247.27,1.24%,20.348141,0.003814838667,1183.4,0.001090674001,,"1,183.40",8/27/2014,"1,281.19",1183.4,,
8/26/2014,511.57,0.01788879,,4/2/2015,"2,066.96",0.00352345253,253.01,2.29%,20.396564,0.002376898927,1200.95,0.014721259,,"1,200.95",8/28/2014,"1,288.50",1200.95,,
8/27/2014,511.15,-0.00082134,,4/6/2015,"2,080.62",0.00658707253,255.49,-1.98%,20.98735,0.02855341998,1205.825,0.004051069724,,,8/29/2014,"1,286.80",,,
8/28/2014,507.82,-0.00653604,,4/7/2015,"2,076.33",-0.00206403268,253.18,-0.91%,21.171358,0.008729355201,1210.7,0.00403472475,,"1,210.70",8/30/2014,,1210.7,,
8/29/2014,508.52,0.00137749,,4/8/2015,"2,081.90",0.00267894145,245.02,-3.28%,21.326324,0.007292947735,1206.2,-0.003723782697,,"1,206.20",8/31/2014,"1,282.77",1206.2,,
8/30/2014,504.25,-0.00843237,,4/9/2015,"2,091.18",0.00444757621,243.68,-0.55%,21.820255,0.02289648866,1197.25,-0.007447661794,,"1,197.25",9/1/2014,"1,285.60",1197.25,,
8/31/2014,477.76,-0.05396366,,4/10/2015,"2,102.06",0.00518937692,236.07,-3.17%,22.043007,0.01015674187,1199.6,0.001960907652,,"1,199.60",9/2/2014,"1,282.40",1199.6,,
9/1/2014,474.88,-0.00604637,,4/13/2015,"2,092.43",-0.00459180684,224.59,-5.02%,21.839628,-0.009269290971,1204.4,0.003993349733,,"1,204.40",9/3/2014,"1,264.70",1204.4,,
9/2/2014,477.43,0.00535541,,4/14/2015,"2,095.84",0.00162843214,219.16,-2.45%,21.655609,-0.008461620658,1195.9,-0.007082477633,,"1,195.90",9/4/2014,"1,268.26",1195.9,,
9/3/2014,477.59,0.00033507,,4/15/2015,"2,106.63",0.00513498908,223.83,2.11%,21.917105,0.01200288508,1190.15,-0.004819690393,,"1,190.15",9/5/2014,"1,260.10",1190.15,,
9/4/2014,489.66,0.02495865,,4/16/2015,"2,104.99",-0.00077874696,228.57,2.10%,21.781515,-0.006205707875,1203.1,0.01082220946,,"1,203.10",9/6/2014,,1203.1,,
9/5/2014,483.34,-0.01299093,,4/17/2015,"2,081.18",-0.01137570391,222.88,-2.52%,21.500654,-0.01297832104,1200.13,-0.002471674798,,"1,200.13",9/7/2014,,1200.13,,
9/6/2014,484.83,0.00307797,,4/20/2015,"2,100.40",0.00919274825,224.63,0.91%,21.394115,-0.004967469067,1202.25,0.001764916916,,"1,202.25",9/8/2014,"1,266.61",1202.25,,
9/7/2014,482.28,-0.00527346,,4/21/2015,"2,097.29",-0.00148170237,235.27,4.63%,21.365063,-0.001358866369,1191.8,-0.008730031845,,"1,191.80",9/9/2014,"1,252.96",1191.8,,
9/8/2014,474.6,-0.01605251,,4/22/2015,"2,107.96",0.00507458291,234.18,-0.46%,21.607183,0.01126878787,1198.11,0.005280545847,,"1,198.11",9/10/2014,"1,252.50",1198.11,,
9/9/2014,475.26,0.00138968,,4/23/2015,"2,112.93",0.00235494098,236.46,0.97%,21.52002,-0.004042141044,1184.9,-0.01108693234,,"1,184.90",9/11/2014,"1,245.00",1184.9,,
9/10/2014,479.36,0.00858986,,4/24/2015,"2,117.69",0.00225026646,231.27,-2.22%,21.336008,-0.008587502828,1189.6,0.003958733323,,"1,189.60",9/12/2014,"1,236.46",1189.6,,
9/11/2014,479.75,0.00081325,,4/27/2015,"2,108.92",-0.00414991299,229.29,4.40%,21.500654,0.007687191443,1194.25,0.003901257124,,,9/13/2014,,,,
9/12/2014,477.75,-0.00417755,,4/28/2015,"2,114.76",0.00276540449,225.85,-1.51%,21.607183,0.00494245243,1198.9,0.003886096444,,"1,198.90",9/14/2014,,1198.9,,
9/13/2014,479,0.00261301,,4/29/2015,"2,106.85",-0.00374734808,225.81,-0.02%,21.442539,-0.007649053007,1207.35,0.007023405494,,"1,207.35",9/15/2014,"1,231.60",1207.35,,
9/14/2014,477.89,-0.00232002,,4/30/2015,"2,085.51",-0.01018055308,236.15,4.48%,21.500654,0.002706600577,1201.43,-0.004915361236,,"1,201.43",9/16/2014,"1,236.60",1201.43,,
9/15/2014,475.37,-0.00528713,,5/1/2015,"2,108.29",0.01086377642,232.08,-1.74%,22.033319,0.02447245438,1179.8,-0.0181675814,,"1,179.80",9/17/2014,"1,234.01",1179.8,,
9/16/2014,466.06,-0.01977907,,5/4/2015,"2,114.49",0.00293643307,239.02,-0.56%,21.897736,-0.006172555177,1179.6,-0.0001695346279,,"1,179.60",9/18/2014,"1,220.00",1179.6,,
9/17/2014,457.33,-0.01890915,,5/5/2015,"2,089.46",-0.01190800322,236.12,-1.22%,21.336008,-0.02598709065,1184.26,0.00394270899,,"1,184.26",9/19/2014,"1,222.98",1184.26,,
9/18/2014,424.44,-0.07463458,,5/6/2015,"2,080.15",-0.00446568134,229.78,-2.72%,21.403805,0.003172548128,1191.46,0.006061338915,,"1,191.46",9/20/2014,,1191.46,,
9/19/2014,394.8,-0.07239135,,5/7/2015,"2,088.00",0.00376671063,237.33,3.23%,21.781515,0.01749296435,1187.63,-0.003219721245,,"1,187.63",9/21/2014,,1187.63,,
9/20/2014,408.9,0.03509132,,5/8/2015,"2,116.10",0.01336814815,243.86,2.71%,20.173807,-0.0766765945,1183,-0.003906139623,,"1,183.00",9/22/2014,"1,212.75",1183,,
9/21/2014,398.82,-0.02496044,,5/11/2015,"2,105.33",-0.00510255668,242.16,0.77%,19.980104,-0.009648101406,1185.23,0.001883263584,,"1,185.23",9/23/2014,"1,222.30",1185.23,,
9/22/2014,402.15,0.00831497,,5/12/2015,"2,099.12",-0.00295399647,241.11,-0.43%,20.173807,0.009648101406,1180.05,-0.004380038119,,"1,180.05",9/24/2014,"1,220.20",1180.05,,
9/23/2014,435.79,0.08033532,,5/13/2015,"2,098.48",-0.00030500142,236.38,-1.98%,20.29003,0.00574455258,1190.2,0.008564549767,,"1,190.20",9/25/2014,"1,211.90",1190.2,,
9/24/2014,423.2,-0.02931560,,5/14/2015,"2,121.10",0.01072160465,236.93,0.23%,20.619316,0.01609867396,1211.2,0.01749024347,,"1,211.20",9/26/2014,"1,222.30",1211.2,,
9/25/2014,411.57,-0.02786577,,5/15/2015,"2,122.73",0.00076811844,237.60,0.28%,20.629002,0.0004696434011,1216.8,0.004612858262,,"1,216.80",9/27/2014,,1216.8,,
9/26/2014,404.42,-0.01752517,,5/18/2015,"2,129.20",0.00304331261,233.13,-1.56%,20.599951,-0.00140925261,1225.5,0.007124462023,,"1,225.50",9/28/2014,,1225.5,,
9/27/2014,399.52,-0.01219012,,5/19/2015,"2,127.83",-0.00064358158,231.95,-0.51%,20.471516,-0.006254240622,1220.16,-0.004366926299,,"1,220.16",9/29/2014,,1220.16,,
9/28/2014,377.18,-0.05754130,,5/20/2015,"2,125.85",-0.00093094923,234.02,0.89%,20.471516,0,1204.8,-0.01266841962,,"1,204.80",9/30/2014,"1,214.24",1204.8,,
9/29/2014,375.47,-0.00454395,,5/21/2015,"2,130.82",0.00233514558,235.34,0.56%,20.325565,-0.007155003205,1206.66,0.001542634229,,"1,206.66",10/1/2014,"1,203.51",1206.66,,
9/30/2014,386.94,0.03009107,,5/22/2015,"2,126.06",-0.00223638479,240.35,2.11%,20.296377,-0.001437056112,1208.8,0.001771919684,,"1,208.80",10/2/2014,"1,216.75",1208.8,,
10/1/2014,383.61,-0.00864323,,5/26/2015,"2,104.20",-0.01033520518,237.12,0.00%,20.169891,-0.006251449327,1202.05,-0.005599699391,,"1,202.05",10/3/2014,"1,212.75",1202.05,,
10/2/2014,375.07,-0.02251374,,5/27/2015,"2,123.48",0.00912091879,237.28,0.07%,21.249899,0.05216119453,1184.75,-0.01449665072,,"1,184.75",10/4/2014,,1184.75,,
10/3/2014,359.51,-0.04237068,,5/28/2015,"2,120.79",-0.00126756373,237.41,0.05%,21.54179,0.01364262706,1186.11,0.001147263144,,"1,186.11",10/5/2014,,1186.11,,
10/4/2014,328.87,-0.08907946,,5/29/2015,"2,107.39",-0.00633851495,237.10,-0.13%,21.532061,-0.0004517357951,1185.46,-0.0005481600933,,"1,185.46",10/6/2014,"1,189.86",1185.46,,
10/5/2014,320.51,-0.02574906,,6/1/2015,"2,111.73",0.00205734308,222.93,-3.20%,21.775305,0.01123349584,1184.97,-0.0004134271056,,,10/7/2014,"1,205.20",,,
10/6/2014,330.08,0.02942157,,6/2/2015,"2,109.60",-0.00100910478,225.80,1.28%,21.347198,-0.01985603969,1184.48,-0.0004135980983,,"1,184.48",10/8/2014,"1,213.25",1184.48,,
10/7/2014,336.19,0.01834143,,6/3/2015,"2,114.07",0.00211662914,225.87,0.03%,21.113682,-0.01099922349,1190.15,0.004775489887,,"1,190.15",10/9/2014,"1,223.50",1190.15,,
10/8/2014,352.94,0.04862159,,6/4/2015,"2,095.84",-0.00866056199,224.32,-0.69%,21.493143,0.01781268767,1180.9,-0.007802489975,,"1,180.90",10/10/2014,"1,219.95",1180.9,,
10/9/2014,365.03,0.03368147,,6/5/2015,"2,092.83",-0.00143721534,224.95,0.28%,21.658552,0.007666433967,1173.46,-0.006320209964,,"1,173.46",10/11/2014,,1173.46,,
10/10/2014,361.56,-0.00955154,,6/8/2015,"2,079.28",-0.00649556042,228.49,2.49%,21.162334,-0.02317748463,1170.2,-0.002781975289,,"1,170.20",10/12/2014,,1170.2,,
10/11/2014,362.3,0.00204459,,6/9/2015,"2,080.15",0.00041826550,229.05,0.24%,21.269358,0.005044542035,1176.21,0.005122730591,,"1,176.21",10/13/2014,"1,231.30",1176.21,,
10/12/2014,378.55,0.04387557,,6/10/2015,"2,105.20",0.01197049184,228.80,-0.11%,20.889893,-0.01800199191,1184.91,0.007369417373,,"1,184.91",10/14/2014,"1,231.34",1184.91,,
10/13/2014,390.41,0.03084930,,6/11/2015,"2,108.86",0.00173711664,229.71,0.40%,21.113682,0.01065581287,1182.31,-0.002196670394,,"1,182.31",10/15/2014,"1,226.10",1182.31,,
10/14/2014,400.87,0.02643972,,6/12/2015,"2,094.11",-0.00701887465,229.98,0.12%,20.539625,-0.02756531908,1179.2,-0.002633909488,,"1,179.20",10/16/2014,"1,239.75",1179.2,,
10/15/2014,394.77,-0.01533387,,6/15/2015,"2,084.43",-0.00463328925,236.82,1.39%,20.500702,-0.001896817814,1180.11,0.0007714120189,,"1,180.11",10/17/2014,"1,235.80",1180.11,,
10/16/2014,382.56,-0.03141781,,6/16/2015,"2,096.29",0.00567373031,250.90,5.78%,20.753679,0.01226440271,1181.5,0.001177163173,,"1,181.50",10/18/2014,,1181.5,,
10/17/2014,383.76,0.00313185,,6/17/2015,"2,100.44",0.00197768423,249.28,-0.65%,20.996922,0.01165232339,1176.71,-0.00406240885,,"1,176.71",10/19/2014,,1176.71,,
10/18/2014,391.44,0.01981489,,6/18/2015,"2,121.24",0.00985400014,249.01,-0.11%,21.347198,0.01654463429,1190.85,0.01194492906,,"1,190.85",10/20/2014,"1,238.00",1190.85,,
10/19/2014,389.55,-0.00484002,,6/19/2015,"2,109.99",-0.00531761524,244.61,-1.78%,21.279091,-0.003195542448,1196.43,0.004674784828,,"1,196.43",10/21/2014,"1,248.05",1196.43,,
10/20/2014,382.85,-0.01734896,,6/22/2015,"2,122.85",0.00607636825,246.99,1.24%,21.191521,-0.00412379855,1194.25,-0.001823749397,,"1,194.25",10/22/2014,"1,244.45",1194.25,,
10/21/2014,386.48,0.00943685,,6/23/2015,"2,124.20",0.00063566618,244.30,-1.10%,20.646652,-0.02604797333,1182.3,-0.0100566794,,"1,182.30",10/23/2014,"1,238.80",1182.3,,
10/22/2014,383.16,-0.00862746,,6/24/2015,"2,108.58",-0.00738046570,240.51,-1.56%,20.442324,-0.009945718009,1173.81,-0.007206825442,,"1,173.81",10/24/2014,"1,228.37",1173.81,,
10/23/2014,358.42,-0.06674717,,6/25/2015,"2,102.31",-0.00297800390,242.80,0.95%,20.598005,0.007586768943,1173.2,-0.0005198103235,,"1,173.20",10/25/2014,,1173.2,,
10/24/2014,358.35,-0.00019532,,6/26/2015,"2,101.49",-0.00039015605,243.59,0.32%,20.179621,-0.02052099267,1173.4,0.0001704593885,,"1,173.40",10/26/2014,,1173.4,,
10/25/2014,347.27,-0.03140759,,6/29/2015,"2,057.64",-0.02108696919,257.06,3.18%,19.57637,-0.03035000712,1180.36,0.005913959185,,"1,180.36",10/27/2014,"1,226.79",1180.36,,
10/26/2014,354.7,0.02116979,,6/30/2015,"2,063.11",0.00265496194,263.07,2.31%,19.566643,-0.0004969980313,1175.36,-0.004244993045,,"1,175.36",10/28/2014,"1,226.45",1175.36,,
10/27/2014,352.99,-0.00483263,,7/1/2015,"2,077.42",0.00691209670,258.62,-1.71%,19.848806,0.01431762557,1169.41,-0.005075135532,,"1,169.41",10/29/2014,"1,225.55",1169.41,,
10/28/2014,357.62,0.01303124,,7/2/2015,"2,076.78",-0.00030807039,255.41,-1.25%,19.868269,0.0009800823227,1164,-0.004636998808,,"1,164.00",10/30/2014,"1,208.94",1164,,
10/29/2014,335.59,-0.06358079,,7/6/2015,"2,068.76",-0.00386923244,269.03,-1.06%,19.625023,-0.01231850087,1169.61,0.004808010599,,"1,169.61",10/31/2014,"1,196.90",1169.61,,
10/30/2014,345.3,0.02852343,,7/7/2015,"2,081.34",0.00606256053,266.21,-1.05%,19.255291,-0.01901955553,1164.91,-0.004026529094,,"1,164.91",11/1/2014,,1164.91,,
10/31/2014,338.32,-0.02042141,,7/8/2015,"2,046.68",-0.01679296482,270.79,1.71%,19.119072,-0.00709950923,1151.26,-0.01178683605,,"1,151.26",11/2/2014,,1151.26,,
11/1/2014,325.75,-0.03786198,,7/9/2015,"2,051.31",0.00225964770,269.23,-0.58%,18.885555,-0.01228902674,1159.8,0.0073905817,,"1,159.80",11/3/2014,"1,166.20",1159.8,,
11/2/2014,325.89,0.00042969,,7/10/2015,"2,076.62",0.01226298610,284.89,5.65%,19.216372,0.01736527988,1158.06,-0.00150138518,,"1,158.06",11/4/2014,"1,162.60",1158.06,,
11/3/2014,327.55,0.00508081,,7/13/2015,"2,099.60",0.01100526876,292.05,-6.24%,19.342855,0.006560476622,1157.91,-0.0001295353569,,"1,157.91",11/5/2014,"1,164.56",1157.91,,
11/4/2014,330.49,0.00893569,,7/14/2015,"2,108.95",0.00444327299,287.46,-1.58%,19.352585,0.0005029016445,1152.61,-0.004587719904,,"1,152.61",11/6/2014,"1,141.90",1152.61,,
11/5/2014,339.49,0.02686809,,7/15/2015,"2,107.40",-0.00073525638,285.83,-0.57%,19.216372,-0.007063378267,1151.51,-0.0009548114539,,"1,151.51",11/7/2014,"1,141.00",1151.51,,
11/6/2014,349.29,0.02845803,,7/16/2015,"2,124.29",0.00798273358,278.09,-2.75%,19.64448,0.0220337588,1144.16,-0.006403381248,,"1,144.16",11/8/2014,,1144.16,,
11/7/2014,342.42,-0.01986447,,7/17/2015,"2,126.64",0.00110557185,279.47,0.50%,19.527721,-0.005961337009,1140.55,-0.003160141116,,"1,140.55",11/9/2014,,1140.55,,
11/8/2014,345.49,0.00892565,,7/20/2015,"2,128.28",0.00077093629,278.98,1.94%,19.167725,-0.01860717081,1126.98,-0.01196911353,,"1,126.98",11/10/2014,"1,171.61",1126.98,,
11/9/2014,363.26,0.05015513,,7/21/2015,"2,119.21",-0.00427079607,275.83,-1.14%,19.255291,0.004558005108,1104.31,-0.02032078313,,"1,104.31",11/11/2014,"1,151.75",1104.31,,
11/10/2014,366.92,0.01002501,,7/22/2015,"2,114.15",-0.00239056521,277.22,0.50%,18.885555,-0.01938853597,1096.9,-0.006732686105,,"1,096.90",11/12/2014,"1,160.80",1096.9,,
11/11/2014,367.7,0.00212355,,7/23/2015,"2,102.15",-0.00569221021,276.05,-0.42%,19.119072,0.01228902674,1099.1,0.002003643658,,"1,099.10",11/13/2014,"1,159.20",1099.1,,
11/12/2014,423.56,0.14142779,,7/24/2015,"2,079.65",-0.01076102070,288.28,4.34%,18.895287,-0.01177384499,1086.16,-0.01184312278,,"1,086.16",11/14/2014,"1,158.03",1086.16,,
11/13/2014,420.73,-0.00670388,,7/27/2015,"2,067.64",-0.00579175470,293.62,0.32%,18.788258,-0.00568042565,1099.9,0.01257072627,,"1,099.90",11/15/2014,,1099.9,,
11/14/2014,397.82,-0.05599166,,7/28/2015,"2,093.25",0.01231007360,294.43,0.28%,19.196907,0.02151707207,1092.8,-0.006476056747,,"1,092.80",11/16/2014,,1092.8,,
11/15/2014,376.13,-0.05606481,,7/29/2015,"2,108.57",0.00729214276,289.59,-1.66%,19.430424,0.01209091277,1094.4,0.001463058052,,"1,094.40",11/17/2014,"1,186.49",1094.4,,
11/16/2014,387.88,0.03076119,,7/30/2015,"2,108.63",0.00002836716,287.72,-0.65%,19.479076,0.002500778748,1092.76,-0.001499661943,,"1,092.76",11/18/2014,"1,193.40",1092.76,,
11/17/2014,387.41,-0.00121245,,7/31/2015,"2,103.84",-0.00227410384,284.65,-1.07%,19.410967,-0.003502648204,1084.4,-0.007679767301,,"1,084.40",11/19/2014,"1,194.80",1084.4,,
11/18/2014,375.2,-0.03202435,,8/3/2015,"2,098.04",-0.00276069403,281.23,-0.49%,19.741779,0.0168989359,1091.91,0.006901617701,,"1,091.91",11/20/2014,"1,183.60",1091.91,,
11/19/2014,380.55,0.01415836,,8/4/2015,"2,093.32",-0.00225223931,285.22,1.41%,19.81962,0.00393520464,1086.36,-0.005095798051,,"1,086.36",11/21/2014,"1,193.90",1086.36,,
11/20/2014,357.84,-0.06153162,,8/5/2015,"2,099.84",0.00310983841,281.88,-1.18%,20.023941,0.0102562515,1083.05,-0.003051523288,,"1,083.05",11/22/2014,,1083.05,,
11/21/2014,350.85,-0.01972718,,8/6/2015,"2,083.56",-0.00778319578,278.58,-1.18%,19.897455,-0.006336773556,1081.61,-0.001330463179,,"1,081.61",11/23/2014,,1081.61,,
11/22/2014,352.92,0.00588262,,8/7/2015,"2,077.57",-0.00287902322,279.58,0.36%,22.359102,0.1166416524,1091.8,0.00937703854,,"1,091.80",11/24/2014,"1,198.00",1091.8,,
11/23/2014,367.57,0.04067237,,8/10/2015,"2,104.18",0.01272683598,264.47,-0.23%,23.137484,0.0342204999,1092.9,0.001007003335,,"1,092.90",11/25/2014,"1,196.20",1092.9,,
11/24/2014,376.9,0.02506612,,8/11/2015,"2,084.07",-0.00960306502,270.39,2.21%,23.020721,-0.005059262987,1112.05,0.01737044515,,"1,112.05",11/26/2014,"1,197.39",1112.05,,
11/25/2014,375.35,-0.00412098,,8/12/2015,"2,086.05",0.00094960389,266.38,-1.49%,23.0791,0.002532722685,1114.35,0.002066116437,,"1,114.35",11/27/2014,"1,193.49",1114.35,,
11/26/2014,368.37,-0.01877106,,8/13/2015,"2,083.39",-0.00127602575,264.08,-0.87%,22.884506,-0.008467358398,1119.66,0.004753792508,,"1,119.66",11/28/2014,"1,186.00",1119.66,,
11/27/2014,369.67,0.00352285,,8/14/2015,"2,091.54",0.00390433204,265.68,0.60%,22.903967,0.0008500393176,1112.9,-0.006055846794,,"1,112.90",11/29/2014,,1112.9,,
11/28/2014,376.45,0.01817452,,8/17/2015,"2,102.44",0.00519789155,257.98,-0.21%,22.758022,-0.006392428371,1113.47,0.0005120442806,,"1,113.47",11/30/2014,"1,163.11",1113.47,,
11/29/2014,375.49,-0.00255340,,8/18/2015,"2,096.92",-0.00262898268,211.08,-20.06%,22.55088,-0.00914360905,1115.26,0.001606296308,,"1,115.26",12/1/2014,"1,162.19",1115.26,,
11/30/2014,378.05,0.00679462,,8/19/2015,"2,079.61",-0.00828913667,226.68,7.13%,22.46294,-0.003907249457,1118.2,0.002632688025,,"1,118.20",12/2/2014,"1,207.37",1118.2,,
12/1/2014,379.24,0.00314279,,8/20/2015,"2,035.73",-0.02132596048,235.35,3.75%,21.651974,-0.036770212,1134.76,0.01470092522,,"1,134.76",12/3/2014,"1,201.40",1134.76,,
12/2/2014,381.32,0.00546967,,8/21/2015,"1,970.89",-0.03236924211,232.57,-1.19%,20.977789,-0.03163241679,1160,0.02199883029,,"1,160.00",12/4/2014,"1,204.89",1160,,
12/3/2014,375.01,-0.01668623,,8/24/2015,"1,893.21",-0.04021144449,210.49,-8.07%,20.235212,-0.03603995616,1157.75,-0.00194153874,,"1,157.75",12/5/2014,"1,201.60",1157.75,,
12/4/2014,369.6,-0.01453135,,8/25/2015,"1,867.61",-0.01361424996,221.61,5.15%,19.815069,-0.02098154632,1150.71,-0.006099323207,,"1,150.71",12/6/2014,,1150.71,,
12/5/2014,376.85,0.01942589,,8/26/2015,"1,940.51",0.03829129974,225.83,1.89%,21.309988,0.07273317415,1140.6,-0.008824703432,,"1,140.60",12/7/2014,,1140.6,,
12/6/2014,374.79,-0.00548136,,8/27/2015,"1,987.66",0.02400725428,224.77,-0.47%,22.111197,0.03690824881,1123.4,-0.01519463862,,"1,123.40",12/8/2014,"1,191.84",1123.4,,
12/7/2014,375.1,0.00082679,,8/28/2015,"1,988.87",0.00060855119,231.40,2.91%,22.208906,0.004409247799,1135,0.01027284982,,"1,135.00",12/9/2014,"1,202.55",1135,,
12/8/2014,361.91,-0.03579709,,8/31/2015,"1,972.18",-0.00842707846,230.06,0.57%,21.964636,-0.01105967413,1129.6,-0.004769063177,,"1,129.60",12/10/2014,"1,231.00",1129.6,,
12/9/2014,352.22,-0.02713958,,9/1/2015,"1,913.85",-0.03002264977,228.12,-0.85%,21.065727,-0.04178629841,1139.65,0.008857609966,,"1,139.65",12/11/2014,"1,227.60",1139.65,,
12/10/2014,346.36,-0.01677728,,9/2/2015,"1,948.86",0.01812767103,229.28,0.51%,21.700825,0.0297028712,1137.7,-0.001712517159,,"1,137.70",12/12/2014,"1,223.05",1137.7,,
12/11/2014,350.51,0.01191054,,9/3/2015,"1,951.13",0.00116411594,227.18,-0.92%,21.759451,0.002697913633,1128.7,-0.007942152584,,"1,128.70",12/13/2014,,1128.7,,
12/12/2014,352.54,0.00577485,,9/4/2015,"1,921.22",-0.01544830866,230.30,1.36%,21.251375,-0.02362659273,1121.4,-0.006488623272,,"1,121.40",12/14/2014,,1121.4,,
12/13/2014,347.38,-0.01474481,,9/8/2015,"1,969.41",0.02477363695,243.61,1.56%,22.160053,0.04186965441,1117.2,-0.003752349619,,"1,117.20",12/15/2014,"1,217.25",1117.2,,
12/14/2014,351.63,0.01216020,,9/9/2015,"1,942.04",-0.01399503571,238.17,-2.26%,21.720366,-0.02004090782,1119.85,0.002369192677,,"1,119.85",12/16/2014,"1,193.90",1119.85,,
12/15/2014,345.35,-0.01802109,,9/10/2015,"1,952.29",0.00526407545,238.48,0.13%,22.06234,0.01562173679,1103.6,-0.01461718441,,"1,103.60",12/17/2014,"1,196.50",1103.6,,
12/16/2014,327.06,-0.05441476,,9/11/2015,"1,961.05",0.00447700656,240.11,0.68%,22.130737,0.003095374174,1107.6,0.003617948954,,"1,107.60",12/18/2014,"1,194.96",1107.6,,
12/17/2014,319.78,-0.02251038,,9/14/2015,"1,953.03",-0.00409804146,230.64,0.06%,22.169821,0.001764492905,1103.9,-0.003346148273,,"1,103.90",12/19/2014,"1,195.70",1103.9,,
12/18/2014,311.4,-0.02655500,,9/15/2015,"1,978.09",0.01274968787,230.30,-0.15%,22.414093,0.01095796319,1103.76,-0.0001268311245,,"1,103.76",12/20/2014,,1103.76,,
12/19/2014,317.84,0.02046985,,9/16/2015,"1,995.31",0.00866774083,229.09,-0.53%,22.570419,0.00695024231,1105.2,0.001303781149,,"1,105.20",12/21/2014,,1105.2,,
12/20/2014,329.96,0.03742332,,9/17/2015,"1,990.20",-0.00256434473,229.81,0.31%,22.775604,0.009049807978,1116.41,0.01009186594,,"1,116.41",12/22/2014,"1,196.13",1116.41,,
12/21/2014,320.84,-0.02802888,,9/18/2015,"1,958.03",-0.01629623102,232.98,1.37%,22.75606,-0.0008584795495,1132.6,0.01439769469,,"1,132.60",12/23/2014,"1,176.90",1132.6,,
12/22/2014,331.89,0.03386103,,9/21/2015,"1,966.97",0.00455539234,227.09,-1.80%,22.990564,0.01025238733,1134.22,0.001429315319,,"1,134.22",12/24/2014,"1,174.50",1134.22,,
12/23/2014,334.57,0.00804254,,9/22/2015,"1,942.74",-0.01239493029,230.62,1.54%,22.365236,-0.02757608185,1130.6,-0.003196724758,,"1,130.60",12/25/2014,,1130.6,,
12/24/2014,322.53,-0.03664997,,9/23/2015,"1,938.76",-0.00205074399,230.28,-0.15%,22.472715,0.004794117637,1123.06,-0.006691362613,,"1,123.06",12/26/2014,,1123.06,,
12/25/2014,319.01,-0.01097370,,9/24/2015,"1,932.24",-0.00336865211,234.53,1.83%,22.902626,0.01894966981,1131.26,0.007274953126,,"1,131.26",12/27/2014,,1131.26,,
12/26/2014,327.92,0.02754723,,9/25/2015,"1,931.34",-0.00046590159,235.14,0.26%,23.068726,0.007226270952,1146.11,0.01304154395,,"1,146.11",12/28/2014,,1146.11,,
12/27/2014,315.86,-0.03747060,,9/28/2015,"1,881.77",-0.02600121101,239.14,2.70%,22.765835,-0.0132169002,1137.255,-0.007756135696,,,12/29/2014,"1,191.53",,,
12/28/2014,317.24,0.00435951,,9/29/2015,"1,884.09",0.00123209376,236.69,-1.03%,23.166433,0.01744343029,1128.4,-0.007816763883,,"1,128.40",12/30/2014,"1,185.10",1128.4,,
12/29/2014,312.67,-0.01451026,,9/30/2015,"1,920.03",0.01889589835,236.06,-0.27%,24.084888,0.03888021235,1122.4,-0.00533145034,,"1,122.40",12/31/2014,"1,197.80",1122.4,,
12/30/2014,310.74,-0.00619177,,10/1/2015,"1,923.82",0.00197193868,237.55,0.63%,23.615894,-0.01966462995,1110.8,-0.01038877336,,"1,110.80",1/1/2015,,1110.8,,
12/31/2014,320.19,0.02995802,,10/2/2015,"1,951.36",0.01421379299,237.29,-0.11%,24.231447,0.02573129248,1108.86,-0.001748015907,,"1,108.86",1/2/2015,"1,182.70",1108.86,,
1/1/2015,314.25,-0.01872572,,10/5/2015,"1,987.05",0.01812459379,240.38,0.89%,24.837236,0.02469272633,1133.15,0.02166890462,,"1,133.15",1/3/2015,,1133.15,,
1/2/2015,315.03,0.00247902,,10/6/2015,"1,979.92",-0.00359468940,246.06,2.34%,25.159666,0.01289817797,1134,0.0007498401428,,"1,134.00",1/4/2015,,1134,,
1/3/2015,281.08,-0.11402855,,10/7/2015,"1,995.83",0.00800351980,242.97,-1.26%,25.423479,0.01043096043,1147.1,0.011485813,,"1,147.10",1/5/2015,"1,191.96",1147.1,,
