Bitcoin,,,,SP500,,,Bitcoin,,NVDA ,,Gold Spot,,,Gold,,,,,
Date,Adjusted close price,Log Daily Returns,,,Adjusted close price,Log Daily Returns,Adjusted close price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,,,4/29/2013,"1,469.60",,work cited,https://finance.yahoo.com/
4/28/2013,134.21,,,4/30/2013,"1,597.57",,139.00,,12.850796,,1469.31,,,"1,469.31",4/30/2013,"1,469.31",,,https://coinmarketcap.com/currencies/bitcoin/historical-data/
4/29/2013,144.54,0.07415055,,5/1/2013,"1,582.70",-0.00935147258,116.99,-17.24%,12.738806,-0.008752829761,1473.18,0.002630426769,,"1,473.18",5/1/2013,"1,473.18",,,
4/30/2013,139,-0.03908235,,5/2/2013,"1,597.59",0.00936400403,105.21,-10.61%,12.888124,0.01165334199,1455.11,-0.01234183047,,"1,455.11",5/2/2013,"1,455.11",,,
5/1/2013,116.99,-0.17238547,,5/3/2013,"1,614.42",0.01047956387,97.75,-7.35%,12.944119,0.004335286541,1474.56,0.01327814106,,"1,474.56",5/3/2013,"1,474.56",,,
5/2/2013,105.21,-0.10613011,,5/6/2013,"1,617.50",0.00190596109,112.30,-3.16%,12.90679,-0.002888024243,1473.96,-0.0004069838484,,"1,473.96",5/4/2013,,,,
5/3/2013,97.75,-0.07354515,,5/7/2013,"1,625.96",0.00521663920,111.50,-0.71%,12.738806,-0.01310060429,1465.31,-0.005885832177,,"1,465.31",5/5/2013,,,,
5/4/2013,112.5,0.14054002,,5/8/2013,"1,632.69",0.00413053858,113.57,1.84%,12.972118,0.01814935973,1452.41,-0.00884257849,,"1,452.41",5/6/2013,"1,473.96",,,
5/5/2013,115.91,0.02986081,,5/9/2013,"1,626.67",-0.00369391775,112.67,-0.80%,12.981448,0.0007189763751,1470.54,0.01240543458,,"1,470.54",5/7/2013,"1,465.31",,,
5/6/2013,112.3,-0.03164017,,5/10/2013,"1,633.70",0.00431234363,117.20,3.94%,13.569394,0.04429555422,1456.71,-0.009449211993,,"1,456.71",5/8/2013,"1,452.41",,,
5/7/2013,111.5,-0.00714927,,5/13/2013,"1,633.77",0.00004288884,117.98,2.56%,13.289419,-0.02084866083,1435.75,-0.01449310752,,"1,435.75",5/9/2013,"1,470.54",,,
5/8/2013,113.57,0.01839480,,5/14/2013,"1,650.34",0.01009106679,111.50,-5.65%,13.485399,0.0146393899,1438.41,0.001850976118,,"1,438.41",5/10/2013,"1,456.71",,,
5/9/2013,112.67,-0.00795619,,5/15/2013,"1,658.78",0.00510110320,114.22,2.41%,13.718713,0.01715326865,1424.59,-0.009654283857,,"1,424.59",5/11/2013,,,,
5/10/2013,117.2,0.03941868,,5/16/2013,"1,650.47",-0.00502233163,118.76,3.90%,13.653385,-0.004773336997,1392.31,-0.02291981476,,"1,392.31",5/12/2013,,,,
5/11/2013,115.24,-0.01686497,,5/17/2013,"1,667.47",0.01024741198,123.01,3.52%,13.877364,0.01627154726,1387.94,-0.003143604783,,"1,387.94",5/13/2013,"1,435.75",,,
5/12/2013,115,-0.00208478,,5/20/2013,"1,666.29",-0.00070786862,122.00,0.01%,13.849368,-0.002019423675,1345.64,-0.03095089717,,"1,345.64",5/14/2013,"1,438.41",,,
5/13/2013,117.98,0.02558299,,5/21/2013,"1,669.16",0.00172090461,122.88,0.72%,13.994755,0.01044301674,1395.15,0.03613220006,,"1,395.15",5/15/2013,"1,424.59",,,
5/14/2013,111.5,-0.05649053,,5/22/2013,"1,655.35",-0.00830807391,123.89,0.82%,13.507,-0.03547454698,1384.46,-0.007691764459,,"1,384.46",5/16/2013,"1,392.31",,,
5/15/2013,114.22,0.02410182,,5/23/2013,"1,650.51",-0.00292811521,126.70,2.24%,13.722738,0.01584609549,1384.36,-0.00007223293681,,"1,384.36",5/17/2013,"1,387.94",,,
5/16/2013,118.76,0.03897824,,5/24/2013,"1,649.60",-0.00055151739,133.20,5.00%,13.638322,-0.00617054075,1391.91,0.005438965671,,"1,391.91",5/18/2013,,,,
5/17/2013,123.01,0.03516100,,5/28/2013,"1,660.06",0.00632096210,129.00,-0.57%,13.62894,-0.0006881512614,1391.24,-0.0004814688486,,"1,391.24",5/19/2013,,,,
5/18/2013,123.5,0.00397550,,5/29/2013,"1,648.36",-0.00707293670,132.30,2.53%,13.544521,-0.006213361749,1385.1,-0.004423096602,,"1,385.10",5/20/2013,"1,345.64",,,
5/19/2013,121.99,-0.01230208,,5/30/2013,"1,654.41",0.00366362522,128.80,-2.68%,13.722738,0.01307205376,1405.71,0.01477017402,,"1,405.71",5/21/2013,"1,395.15",,,
5/20/2013,122,0.00008197,,5/31/2013,"1,630.74",-0.01441057696,129.00,0.16%,13.572662,-0.01099654244,1416.21,0.007441776136,,"1,416.21",5/22/2013,"1,384.46",,,
5/21/2013,122.88,0.00718722,,6/3/2013,"1,640.42",0.00591844004,122.22,-0.06%,13.553901,-0.001383220056,1412.48,-0.002637264714,,"1,412.48",5/23/2013,"1,384.36",,,
5/22/2013,123.89,0.00818581,,6/4/2013,"1,631.38",-0.00552604797,121.42,-0.66%,13.572662,0.001383220056,1408.75,-0.002644238274,,"1,408.75",5/24/2013,"1,391.91",1408.75,,
5/23/2013,126.7,0.02242801,,6/5/2013,"1,608.90",-0.01387555487,121.65,0.19%,13.281884,-0.02165662117,1402.61,-0.00436799966,,"1,402.61",5/25/2013,,1402.61,,
5/24/2013,133.2,0.05002967,,6/6/2013,"1,622.56",0.00845445465,118.00,-3.05%,13.366304,0.006335911651,1398.91,-0.002641424763,,"1,398.91",5/26/2013,,1398.91,,
5/25/2013,131.98,-0.00920136,,6/7/2013,"1,643.38",0.01274991435,111.50,-5.67%,13.553901,0.01393748946,1412.69,0.009802326318,,"1,412.69",5/27/2013,"1,390.11",1412.69,,
5/26/2013,133.48,0.01130126,,6/10/2013,"1,642.81",-0.00034687343,106.35,6.16%,13.544521,-0.0006922912614,1382.91,-0.02130571362,,"1,382.91",5/28/2013,"1,391.24",1382.91,,
5/27/2013,129.74,-0.02841921,,6/11/2013,"1,626.13",-0.01020526436,108.90,2.37%,13.291266,-0.01887498353,1381.36,-0.001121453521,,"1,381.36",5/29/2013,"1,385.10",1381.36,,
5/28/2013,129,-0.00572004,,6/12/2013,"1,612.52",-0.00840477669,108.15,-0.69%,13.178707,-0.008504706707,1374.59,-0.004913016287,,"1,374.59",5/30/2013,"1,405.71",1374.59,,
5/29/2013,132.3,0.02525967,,6/13/2013,"1,636.36",0.01467606859,104.00,-3.91%,13.478865,0.02252048205,1389.16,0.01054374309,,"1,389.16",5/31/2013,"1,416.21",1389.16,,
5/30/2013,128.8,-0.02681126,,6/14/2013,"1,626.73",-0.00590240114,99.98,-3.94%,13.460103,-0.001392926636,1381.44,-0.005572814538,,"1,381.44",6/1/2013,,1381.44,,
5/31/2013,129,0.00155159,,6/17/2013,"1,639.04",0.00753887581,101.70,2.18%,13.591421,0.009708808384,1386.8,0.003872501444,,"1,386.80",6/2/2013,,1386.8,,
6/1/2013,129.3,0.00232288,,6/18/2013,"1,651.81",0.00776096371,107.40,5.45%,13.507,-0.006230715296,1381.46,-0.003858023902,,"1,381.46",6/3/2013,,1381.46,,
6/2/2013,122.29,-0.05574001,,6/19/2013,"1,628.93",-0.01394830140,108.25,0.79%,13.91972,0.03009847018,1364.51,-0.0123455211,,"1,364.51",6/4/2013,"1,408.75",1364.51,,
6/3/2013,122.22,-0.00057257,,6/20/2013,"1,588.19",-0.02532842483,110.15,1.74%,13.544521,-0.02732442845,1342.91,-0.01595648868,,"1,342.91",6/5/2013,"1,402.61",1342.91,,
6/4/2013,121.42,-0.00656709,,6/21/2013,"1,592.43",0.00266621949,109.50,-0.59%,13.525763,-0.00138587412,1290.21,-0.04003390533,,"1,290.21",6/6/2013,"1,398.91",1290.21,,
6/5/2013,121.65,0.00189246,,6/24/2013,"1,573.09",-0.01221936903,102.74,-4.62%,13.244367,-0.02102390723,1296.86,0.005140962283,,"1,296.86",6/7/2013,"1,412.69",1296.86,,
6/6/2013,118,-0.03046344,,6/25/2013,"1,588.03",0.00945245626,103.95,1.17%,13.338166,0.007057219814,1281.99,-0.01153239995,,"1,281.99",6/8/2013,,1281.99,,
6/7/2013,111.5,-0.05666003,,6/26/2013,"1,603.26",0.00954479000,104.00,0.05%,13.263125,-0.005641921594,1270.59,-0.008932198634,,"1,270.59",6/9/2013,,1270.59,,
6/8/2013,108.3,-0.02911944,,6/27/2013,"1,613.20",0.00618069105,101.44,-2.49%,13.141187,-0.009236284351,1236.9,-0.02687311012,,"1,236.90",6/10/2013,"1,382.91",1236.9,,
6/9/2013,100,-0.07973497,,6/28/2013,"1,606.28",-0.00429878906,94.65,-6.93%,13.169329,0.002139221499,1206.66,-0.02475203711,,"1,206.66",6/11/2013,"1,381.36",1206.66,,
6/10/2013,106.35,0.06156536,,7/1/2013,"1,614.96",0.00538919983,88.05,-9.28%,13.225606,0.00426423367,1241.91,0.02879430483,,"1,241.91",6/12/2013,"1,374.59",1241.91,,
6/11/2013,108.9,0.02369449,,7/2/2013,"1,614.08",-0.00054505676,90.13,2.33%,13.216227,-0.0007094062196,1260.5,0.01485795053,,"1,260.50",6/13/2013,"1,389.16",1260.5,,
6/12/2013,108.15,-0.00691088,,7/3/2013,"1,615.41",0.00082370782,77.53,-15.06%,13.253745,0.002834761225,1243.86,-0.01328901985,,"1,243.86",6/14/2013,"1,381.44",1243.86,,
6/13/2013,104,-0.03912825,,7/5/2013,"1,631.89",0.01015004603,68.43,-16.28%,13.356925,0.00775482294,1245.46,0.001285491797,,"1,245.46",6/15/2013,,1245.46,,
6/14/2013,99.98,-0.03942073,,7/8/2013,"1,640.46",0.00523780504,76.52,2.59%,13.291266,-0.004927849164,1221.84,-0.01914702031,,"1,221.84",6/16/2013,,1221.84,,
6/15/2013,99.99,0.00010002,,7/9/2013,"1,652.32",0.00720366172,76.69,0.22%,13.356925,0.004927849164,1255.31,0.02702463475,,"1,255.31",6/17/2013,"1,386.80",1255.31,,
6/16/2013,99.51,-0.00481204,,7/10/2013,"1,652.62",0.00018157607,86.76,12.34%,13.535143,0.01325451127,1252.1,-0.002560412341,,"1,252.10",6/18/2013,"1,381.46",1252.1,,
6/17/2013,101.7,0.02176916,,7/11/2013,"1,675.02",0.01346321312,88.98,2.53%,13.722738,0.01376467686,1285.81,0.02656672826,,"1,285.81",6/19/2013,"1,364.51",1285.81,,
6/18/2013,107.4,0.05453288,,7/12/2013,"1,680.19",0.00308172970,93.59,5.05%,13.732121,0.0006835220218,1282.66,-0.002452823338,,"1,282.66",6/20/2013,"1,342.91",1282.66,,
6/19/2013,108.25,0.00788318,,7/15/2013,"1,682.50",0.00137393539,98.40,3.84%,13.703977,-0.002051604413,1288.54,0.004573747861,,"1,288.54",6/21/2013,"1,290.21",1288.54,,
6/20/2013,110.15,0.01739971,,7/16/2013,"1,676.26",-0.00371565528,97.45,-0.97%,13.779017,0.005460845094,1283.31,-0.00406711683,,"1,283.31",6/22/2013,,1283.31,,
6/21/2013,109.5,-0.00591852,,7/17/2013,"1,680.91",0.00277020640,98.50,1.07%,13.703977,-0.005460845094,1287.81,0.003500423625,,"1,287.81",6/23/2013,,1287.81,,
6/22/2013,108.3,-0.01101940,,7/18/2013,"1,689.37",0.00502034175,90.58,-8.38%,13.647703,-0.004114853596,1275.4,-0.009683246374,,"1,275.40",6/24/2013,"1,296.86",1275.4,,
6/23/2013,107.6,-0.00648451,,7/19/2013,"1,692.09",0.00160875576,92.17,1.74%,13.356925,-0.02153625214,1288.21,0.009993802971,,"1,288.21",6/25/2013,"1,281.99",1288.21,,
6/24/2013,102.74,-0.04621912,,7/22/2013,"1,695.53",0.00203096226,91.61,0.93%,13.347546,-0.0007024292214,1317.94,0.02281625365,,"1,317.94",6/26/2013,"1,270.59",1317.94,,
6/25/2013,103.95,0.01170849,,7/23/2013,"1,692.39",-0.00185365349,95.56,4.22%,13.328785,-0.001406565475,1332.25,0.01079933067,,"1,332.25",6/27/2013,"1,236.90",1332.25,,
6/26/2013,104,0.00048088,,7/24/2013,"1,685.94",-0.00381850318,94.51,-1.10%,13.328785,0,1340.81,0.006404666757,,"1,340.81",6/28/2013,"1,206.66",1340.81,,
6/27/2013,101.44,-0.02492341,,7/25/2013,"1,690.25",0.00255321023,96.90,2.50%,13.375686,0.003512598937,1318.61,-0.01669575748,,"1,318.61",6/29/2013,,1318.61,,
6/28/2013,94.65,-0.06928161,,7/26/2013,"1,691.65",0.00082795119,96.02,-0.91%,13.319406,-0.004216511663,1335.94,0.01305701246,,"1,335.94",6/30/2013,"1,230.16",1335.94,,
6/29/2013,94.99,0.00358575,,7/29/2013,"1,685.33",-0.00374303396,101.20,1.43%,13.291266,-0.002114941741,1326.41,-0.007159119352,,"1,326.41",7/1/2013,"1,241.91",1326.41,,
6/30/2013,96.61,0.01691063,,7/30/2013,"1,685.96",0.00037374715,107.99,6.49%,13.516383,0.01679537745,1324.96,-0.001093774271,,"1,324.96",7/2/2013,"1,260.50",1324.96,,
7/1/2013,88.05,-0.09277742,,7/31/2013,"1,685.73",-0.00013641883,106.09,-1.78%,13.544521,0.002079606072,1330.41,0.004104895101,,"1,330.41",7/3/2013,"1,243.86",1330.41,,
7/2/2013,90.13,0.02334824,,8/1/2013,"1,706.87",0.01246258844,104.00,-1.99%,13.732121,0.01375557578,1324.27,-0.004625801188,,"1,324.27",7/4/2013,"1,251.26",1324.27,,
7/3/2013,77.53,-0.15058811,,8/2/2013,"1,709.67",0.00163911419,104.50,0.48%,13.844679,0.008163283997,1303.66,-0.01568567091,,"1,303.66",7/5/2013,"1,245.46",1303.66,,
7/4/2013,80.53,0.03796483,,8/5/2013,"1,707.14",-0.00148093070,106.22,1.02%,13.910333,0.004730974172,1313.3,0.007367360298,,"1,313.30",7/6/2013,,1313.3,,
7/5/2013,68.43,-0.16281846,,8/6/2013,"1,697.37",-0.00573947311,106.75,0.50%,13.703977,-0.01494586258,1301.29,-0.009186973461,,"1,301.29",7/7/2013,,1301.29,,
7/6/2013,70.28,0.02667594,,8/7/2013,"1,690.91",-0.00381312570,106.75,0.00%,13.694599,-0.0006845611514,1278.4,-0.01774678412,,"1,278.40",7/8/2013,"1,221.84",1278.4,,
7/7/2013,74.56,0.05911691,,8/8/2013,"1,697.48",0.00387792090,103.00,-3.58%,13.788399,0.006826064916,1292.55,0.01100771534,,"1,292.55",7/9/2013,"1,255.31",1292.55,,
7/8/2013,76.52,0.02594797,,8/9/2013,"1,691.42",-0.00357634773,102.80,-0.19%,13.591421,-0.01438880157,1310.64,0.01389855616,,"1,310.64",7/10/2013,"1,252.10",1310.64,,
7/9/2013,76.69,0.00221918,,8/12/2013,"1,689.47",-0.00115358572,106.64,1.55%,13.478865,-0.008315881749,1328.56,0.01358008139,,"1,328.56",7/11/2013,"1,285.81",1328.56,,
7/10/2013,86.76,0.12337436,,8/13/2013,"1,694.16",0.00277220973,109.00,2.19%,13.525763,0.003473334063,1332.4,0.002886178421,,"1,332.40",7/12/2013,"1,282.66",1332.4,,
7/11/2013,88.98,0.02526594,,8/14/2013,"1,685.39",-0.00519006291,112.56,3.21%,14.097934,0.04143202464,1321.31,-0.008358158624,,"1,321.31",7/13/2013,,1321.31,,
7/12/2013,93.59,0.05051191,,8/15/2013,"1,661.32",-0.01438456533,109.99,-2.31%,14.191731,0.006631209221,1340.06,0.01409072037,,"1,340.06",7/14/2013,,1340.06,,
7/13/2013,98.13,0.04736959,,8/16/2013,"1,655.83",-0.00331006748,108.99,-0.91%,14.248011,0.003957846978,1364.26,0.01789776801,,"1,364.26",7/15/2013,"1,288.54",1364.26,,
7/14/2013,94.69,-0.03568473,,8/19/2013,"1,646.06",-0.00591777768,119.00,4.73%,14.022894,-0.01592603832,1377.26,0.009483861098,,"1,377.26",7/16/2013,"1,283.31",1377.26,,
7/15/2013,98.4,0.03843241,,8/20/2013,"1,652.35",0.00381391310,121.21,1.84%,14.093597,0.005029301062,1364.21,-0.009520511675,,"1,364.21",7/17/2013,"1,287.81",1364.21,,
7/16/2013,97.45,-0.00970138,,8/21/2013,"1,642.80",-0.00579636961,123.30,1.71%,14.027608,-0.004693192992,1368.87,0.003410075458,,"1,368.87",7/18/2013,"1,275.40",1368.87,,
7/17/2013,98.5,0.01071712,,8/22/2013,"1,656.96",0.00858244168,121.15,-1.76%,14.103025,0.005361925605,1366.66,-0.001615774991,,"1,366.66",7/19/2013,"1,288.21",1366.66,,
7/18/2013,90.58,-0.08382311,,8/23/2013,"1,663.50",0.00393924187,118.50,-2.21%,14.103025,0,1373.51,0.004999700215,,"1,373.51",7/20/2013,,1373.51,,
7/19/2013,92.17,0.01740126,,8/26/2013,"1,656.78",-0.00404783941,120.06,-1.69%,14.131309,0.002003518798,1398.66,0.01814512821,,"1,398.66",7/21/2013,,1398.66,,
7/20/2013,89.39,-0.03062588,,8/27/2013,"1,630.48",-0.01600153934,126.50,5.23%,13.952191,-0.01275627531,1407.09,0.006009106561,,"1,407.09",7/22/2013,"1,317.94",1407.09,,
7/21/2013,90.76,0.01520984,,8/28/2013,"1,634.96",0.00274387763,122.62,-3.12%,13.952191,0,1423.5,0.01159488576,,"1,423.50",7/23/2013,"1,332.25",1423.5,,
7/22/2013,91.61,0.00932178,,8/29/2013,"1,638.17",0.00196147664,122.39,-0.19%,13.923907,-0.002029266055,1412.74,-0.007587546626,,"1,412.74",7/24/2013,"1,340.81",1412.74,,
7/23/2013,95.56,0.04221389,,8/30/2013,"1,632.97",-0.00317936704,133.49,8.68%,13.905056,-0.001354775806,1406,-0.004782287721,,"1,406.00",7/25/2013,"1,318.61",1406,,
7/24/2013,94.51,-0.01104867,,9/3/2013,"1,639.77",0.00415557533,136.77,0.67%,13.914485,0.0006778688664,1390.5,-0.0110853987,,"1,390.50",7/26/2013,"1,335.94",1390.5,,
7/25/2013,96.9,0.02497387,,9/4/2013,"1,653.08",0.00808418761,126.74,-7.62%,14.046465,0.009440378827,1408.95,0.01318135143,,"1,408.95",7/27/2013,,1408.95,,
7/26/2013,96.02,-0.00912302,,9/5/2013,"1,655.08",0.00120913154,126.43,-0.24%,14.084171,0.002680779957,1390.51,-0.0131741598,,"1,390.51",7/28/2013,,1390.51,,
7/27/2013,94.12,-0.01998594,,9/6/2013,"1,655.17",0.00005442973,119.15,-5.93%,14.027608,-0.00402415488,1369.06,-0.01554621337,,"1,369.06",7/29/2013,"1,326.41",1369.06,,
7/28/2013,99.76,0.05819674,,9/9/2013,"1,671.71",0.00994328214,127.11,4.38%,14.263288,0.01666157567,1385.51,0.01194392995,,"1,385.51",7/30/2013,"1,324.96",1385.51,,
7/29/2013,101.2,0.01433146,,9/10/2013,"1,683.99",0.00731894031,125.91,-0.95%,14.564956,0.02092940602,1382.76,-0.001986801074,,"1,382.76",7/31/2013,"1,330.41",1382.76,,
7/30/2013,107.99,0.06493987,,9/11/2013,"1,689.13",0.00304763482,135.25,7.16%,14.810064,0.01668858021,1363.36,-0.01412926073,,"1,363.36",8/1/2013,"1,324.27",1363.36,,
7/31/2013,106.09,-0.01775084,,9/12/2013,"1,683.42",-0.00338614186,133.13,-1.58%,14.800634,-0.0006369319844,1360.7,-0.001952967883,,"1,360.70",8/2/2013,"1,303.66",1360.7,,
8/1/2013,104,-0.01989689,,9/13/2013,"1,687.99",0.00271100148,134.98,1.38%,14.894908,0.006349391886,1324.71,-0.02680570566,,"1,324.71",8/3/2013,,1324.71,,
8/2/2013,104.5,0.00479617,,9/16/2013,"1,697.60",0.00567700868,131.72,1.03%,14.904335,0.0006327006572,1327.26,0.00192309927,,"1,327.26",8/4/2013,,1327.26,,
8/3/2013,104,-0.00479617,,9/17/2013,"1,704.76",0.00420886949,131.66,-0.05%,14.95147,0.003157512528,1315.54,-0.008869439103,,"1,315.54",8/5/2013,"1,313.30",1315.54,,
8/4/2013,105.14,0.01090190,,9/18/2013,"1,725.52",0.01210412169,131.47,-0.14%,15.08345,0.008788493493,1302.96,-0.009608628442,,"1,302.96",8/6/2013,"1,301.29",1302.96,,
8/5/2013,106.22,0.01021962,,9/19/2013,"1,722.34",-0.00184465432,129.65,-1.39%,15.01746,-0.004384592075,1368,0.04871121992,,"1,368.00",8/7/2013,"1,278.40",1368,,
8/6/2013,106.75,0.00497724,,9/20/2013,"1,709.91",-0.00724305417,127.04,-2.03%,14.885482,-0.008827148644,1363.17,-0.003536949392,,"1,363.17",8/8/2013,"1,292.55",1363.17,,
8/7/2013,106.75,0.00000000,,9/23/2013,"1,701.84",-0.00473075873,125.95,-2.49%,14.744072,-0.009545271838,1325.91,-0.02771385365,,"1,325.91",8/9/2013,"1,310.64",1325.91,,
8/8/2013,103,-0.03576066,,9/24/2013,"1,697.42",-0.00260052157,127.25,1.03%,14.800634,0.003828913992,1324.16,-0.001320720022,,"1,324.16",8/10/2013,,1324.16,,
8/9/2013,102.8,-0.00194364,,9/25/2013,"1,692.77",-0.00274322491,128.22,0.76%,14.819489,0.001273121151,1323.56,-0.0004532201368,,"1,323.56",8/11/2013,,1323.56,,
8/10/2013,103,0.00194364,,9/26/2013,"1,698.67",0.00347936560,128.38,0.12%,14.772354,-0.003185677882,1334.51,0.008239107279,,"1,334.51",8/12/2013,"1,328.56",1334.51,,
8/11/2013,105,0.01923136,,9/27/2013,"1,691.75",-0.00408212170,133.78,4.12%,14.68751,-0.005759988205,1322.14,-0.009312547304,,"1,322.14",8/13/2013,"1,332.40",1322.14,,
8/12/2013,106.64,0.01549833,,9/30/2013,"1,681.55",-0.00604747988,133.00,-3.21%,14.668655,-0.001284568512,1336.61,0.01088492176,,"1,336.61",8/14/2013,"1,321.31",1336.61,,
8/13/2013,109,0.02188921,,10/1/2013,"1,695.00",0.00796672458,132.18,-0.62%,14.659226,-0.0006430059045,1331.96,-0.003485016099,,"1,331.96",8/15/2013,"1,340.06",1331.96,,
8/14/2013,112.56,0.03213853,,10/2/2013,"1,693.87",-0.00066689194,114.13,-14.68%,14.649801,-0.0006431465859,1290.56,-0.03157530893,,"1,290.56",8/16/2013,"1,364.26",1290.56,,
8/15/2013,109.99,-0.02309696,,10/3/2013,"1,678.66",-0.00901997254,123.63,8.00%,14.498967,-0.01034934624,1311.76,0.01629351426,,"1,311.76",8/17/2013,,1311.76,,
8/16/2013,108.99,-0.00913332,,10/4/2013,"1,690.50",0.00702846681,129.01,4.26%,14.696936,0.01356163118,1315.51,0.002854676182,,"1,315.51",8/18/2013,,1315.51,,
8/17/2013,113.5,0.04054670,,10/7/2013,"1,676.12",-0.00854274761,126.94,-1.61%,14.696936,0,1310.57,-0.00376226606,,"1,310.57",8/19/2013,"1,377.26",1310.57,,
8/18/2013,113.5,0.00000000,,10/8/2013,"1,655.45",-0.01240874996,126.00,-0.74%,14.574382,-0.008373706719,1322.74,0.009243185684,,"1,322.74",8/20/2013,"1,364.21",1322.74,,
8/19/2013,119,0.04732066,,10/9/2013,"1,656.40",0.00057374158,130.69,3.65%,14.348131,-0.01564564014,1315.71,-0.005328898888,,"1,315.71",8/21/2013,"1,368.87",1315.71,,
8/20/2013,121.21,0.01840109,,10/10/2013,"1,692.56",0.02159562337,130.59,-0.08%,14.508393,0.01110761974,1302.52,-0.01007559426,,"1,302.52",8/22/2013,"1,366.66",1302.52,,
8/21/2013,123.3,0.01709583,,10/11/2013,"1,703.20",0.00626659528,130.90,0.24%,14.385842,-0.008482781072,1289.26,-0.01023243925,,"1,289.26",8/23/2013,"1,373.51",1289.26,,
8/22/2013,121.15,-0.01759096,,10/14/2013,"1,710.14",0.00406644145,140.52,1.72%,14.602664,0.01495944934,1271.44,-0.01391829396,,"1,271.44",8/24/2013,,1271.44,,
8/23/2013,118.5,-0.02211649,,10/15/2013,"1,698.06",-0.00708878958,145.24,3.30%,14.527246,-0.005178057091,1271.21,-0.0001809136142,,"1,271.21",8/25/2013,,1271.21,,
8/24/2013,120.04,0.01291206,,10/16/2013,"1,721.54",0.01373280403,142.55,-1.87%,14.706366,0.01225454053,1281.24,0.007859156204,,"1,281.24",8/26/2013,"1,398.66",1281.24,,
8/25/2013,122.11,0.01709726,,10/17/2013,"1,733.15",0.00672131421,146.25,2.56%,14.734646,0.001921130204,1304.66,0.01811411143,,"1,304.66",8/27/2013,"1,407.09",1304.66,,
8/26/2013,120.06,-0.01693066,,10/18/2013,"1,744.50",0.00652740570,155.96,6.43%,14.904335,0.01145051876,1319.66,0.01143165723,,"1,319.66",8/28/2013,"1,423.50",1319.66,,
8/27/2013,126.5,0.05225069,,10/21/2013,"1,744.66",0.00009173211,182.21,4.26%,14.942043,0.00252680711,1317.21,-0.00185826431,,"1,317.21",8/29/2013,"1,412.74",1317.21,,
8/28/2013,122.62,-0.03115217,,10/22/2013,"1,754.67",0.00572111637,193.76,6.15%,14.866626,-0.005060082415,1311.71,-0.004184233848,,"1,311.71",8/30/2013,"1,406.00",1311.71,,
8/29/2013,122.39,-0.00187747,,10/23/2013,"1,746.38",-0.00473575320,213.62,9.76%,14.612095,-0.01726922451,1337.49,0.01946309362,,"1,337.49",8/31/2013,"1,391.69",1337.49,,
8/30/2013,133.49,0.08681390,,10/24/2013,"1,752.07",0.00325283831,198.23,-7.48%,14.508393,-0.007122300861,1335.96,-0.001144588578,,"1,335.96",9/1/2013,,1335.96,,
8/31/2013,135.35,0.01383745,,10/25/2013,"1,759.77",0.00438521482,186.69,-6.00%,14.366989,-0.009794165172,1342.79,0.005099404424,,"1,342.79",9/2/2013,"1,393.20",1342.79,,
9/1/2013,138.34,0.02185041,,10/28/2013,"1,762.11",0.00132881605,198.55,1.07%,14.338704,-0.001970689867,1348.91,0.004547319943,,"1,348.91",9/3/2013,"1,390.50",1348.91,,
9/2/2013,135.85,-0.01816309,,10/29/2013,"1,771.95",0.00556866132,204.39,2.90%,14.357561,0.00131424788,1355.51,0.004880908367,,"1,355.51",9/4/2013,"1,408.95",1355.51,,
9/3/2013,136.77,0.00674935,,10/30/2013,"1,763.31",-0.00488784937,199.97,-2.19%,14.348131,-0.0006570125771,1345.3,-0.007560730772,,"1,345.30",9/5/2013,"1,390.51",1345.3,,
9/4/2013,126.74,-0.07616294,,10/31/2013,"1,756.54",-0.00384677083,204.00,2.00%,14.319851,-0.00197293337,1337.4,-0.005889605872,,"1,337.40",9/6/2013,"1,369.06",1337.4,,
9/5/2013,126.43,-0.00244895,,11/1/2013,"1,761.64",0.00289921465,206.18,1.06%,14.385842,0.004597772034,1321.96,-0.01161194685,,"1,321.96",9/7/2013,,1321.96,,
9/6/2013,119.15,-0.05930559,,11/4/2013,"1,767.93",0.00356419934,229.10,6.33%,13.971045,-0.02925755486,1310.85,-0.008439702026,,"1,310.85",9/8/2013,,1310.85,,
9/7/2013,124.15,0.04110731,,11/5/2013,"1,762.97",-0.00280953084,245.24,6.81%,13.952191,-0.001350416754,1312.01,0.0008845306845,,"1,312.01",9/9/2013,"1,385.51",1312.01,,
9/8/2013,121.66,-0.02026024,,11/6/2013,"1,770.49",0.00425646841,262.50,6.80%,14.046465,0.006734205833,1314.5,0.001896052744,,"1,314.50",9/10/2013,"1,382.76",1314.5,,
9/9/2013,127.11,0.04382258,,11/7/2013,"1,747.15",-0.01327043610,296.41,12.15%,13.716513,-0.02377032722,1315.34,0.0006388221554,,"1,315.34",9/11/2013,"1,363.36",1315.34,,
9/10/2013,125.91,-0.00948549,,11/8/2013,"1,770.61",0.01333820883,338.11,13.16%,14.668655,0.06711246877,1306.9,-0.006437266722,,"1,306.90",9/12/2013,"1,360.70",1306.9,,
9/11/2013,135.25,0.07155755,,11/11/2013,"1,771.89",0.00072267046,342.44,4.73%,14.791209,0.00832011356,1291.64,-0.01174519186,,"1,291.64",9/13/2013,"1,324.71",1291.64,,
