Date,GSPC_adj_price,GSPC_log_ret,BTC_adj_price,BTC_log_ret,NVDA_adj_price,NVDA_log_ret,Gold_adj_price,Gold_log_ret,US_inflation_rate,3_month_LIBOR,VIX,Column,
12/4/14,"2,071.92",-0.001162572,369.6,-0.01453135,20.212202,-0.009028297,1204.89,0.002900733,0.0177,0.0023535,12.38,-2,
12/5/14,"2,075.37",0.001663831,376.85,0.01942589,20.327974,0.005711486,1201.6,-0.002734274,0.0175,0.002356,11.82,2,
12/8/14,"2,060.31",-0.007283022,361.91,-0.04045167,20.067486,-0.012897074,1191.84,-0.008155671,0.0171,0.002376,14.21,-2,
12/9/14,"2,059.82",-0.000237852,352.22,-0.02713958,19.999947,-0.00337127,1202.55,0.008945971,0.0173,0.0023885,14.89,-2,
12/10/14,"2,026.14",-0.016486121,346.36,-0.01677728,19.55615,-0.022439809,1231,0.023382545,0.0171,0.002399,18.53,-2,
12/11/14,"2,035.33",0.004525434,350.51,0.01191054,19.546499,-0.000493624,1227.6,-0.002765803,0.017,0.002406,20.08,2,
12/12/14,"2,002.33",-0.016346466,352.54,0.00577485,18.938686,-0.031589483,1223.05,-0.003713305,0.0164,0.0024285,21.08,2,
12/15/14,"1,989.63",-0.006362786,345.35,-0.0206057,18.880798,-0.003061282,1217.25,-0.004753523,0.0162,0.002426,20.42,-2,
12/16/14,"1,972.74",-0.00852526,327.06,-0.05441476,18.668552,-0.01130503,1193.9,-0.019368957,0.0165,0.002426,23.57,-2,
12/17/14,"2,012.89",0.020148074,319.78,-0.02251038,19.430727,0.040015282,1196.5,0.002175369,0.0165,0.0024535,19.44,-2,
12/18/14,"2,061.23",0.023731374,311.4,-0.026555,19.507908,0.003964243,1194.96,-0.001287916,0.0165,0.002471,16.81,-2,
12/19/14,"2,070.65",0.004559638,317.84,0.02046985,19.700871,0.009842926,1195.7,0.000619076,0.0168,0.002521,16.49,2,
12/22/14,"2,078.54",0.003803223,331.89,0.04325548,20.048189,0.017475978,1196.13,0.000359557,0.017,0.002551,15.25,2,
12/23/14,"2,082.17",0.001744839,334.57,0.00804254,19.922762,-0.006275928,1176.9,-0.016207482,0.017,0.002546,14.8,2,
12/24/14,"2,081.88",-0.000139306,322.53,-0.03664997,19.845581,-0.003881535,1174.5,-0.002041338,0.0168,0.002566,14.37,-2,
12/26/14,"2,088.77",0.00330411,327.92,0.01657352,19.864876,0.000971784,1183.015,0.007223739,0.0167,0.0025585,14.5,2,
12/29/14,"2,090.57",0.000861403,312.67,-0.04762135,19.835936,-0.001457905,1191.53,0.007171931,0.0165,0.002551,15.06,-2,
12/30/14,"2,080.35",-0.004900593,310.74,-0.00619177,19.65263,-0.009284071,1185.1,-0.005411036,0.0164,0.002552,15.92,-2,
12/31/14,"2,058.90",-0.010364384,320.19,0.02995802,19.343899,-0.015834099,1197.8,0.010659382,0.0168,0.002556,19.2,2,
1/2/15,"2,058.20",-0.000340021,315.03,-0.0162467,19.42108,0.003982002,1182.7,-0.012686581,0.0171,0.002556,17.79,-2,
1/5/15,"2,020.58",-0.018447213,274.47,-0.13782591,19.093056,-0.017034365,1191.96,0.007799051,0.0164,0.002536,19.92,-2,
1/6/15,"2,002.61",-0.008933255,286.19,0.04181396,18.514183,-0.030787622,1205.7,0.0114613,0.0156,0.002511,21.12,2,
1/7/15,"2,025.90",0.011562736,294.34,0.02807964,18.465944,-0.002608916,1213.31,0.006291851,0.0157,0.002521,19.31,2,
1/8/15,"2,062.14",0.017730169,283.35,-0.03805268,19.160582,0.036926977,1208.81,-0.003715757,0.0162,0.002521,17.01,-2,
1/9/15,"2,044.81",-0.008439322,290.41,0.02461084,19.237776,0.004020698,1208.2,-0.000504756,0.0162,0.002541,17.55,2,
1/12/15,"2,028.26",-0.008126617,267.8,-0.08105328,18.996574,-0.012617199,1224.62,0.013498943,0.0157,0.002528,19.6,-2,
1/13/15,"2,023.03",-0.002581886,225.86,-0.17032509,18.96763,-0.001524805,1235.83,0.009112217,0.0154,0.002533,20.56,-2,
1/14/15,"2,011.27",-0.005830029,178.1,-0.23757015,19.044813,0.004060939,1227.48,-0.006779522,0.0157,0.002536,21.48,-2,
1/15/15,"1,992.67",-0.009290903,209.84,0.16400015,18.90975,-0.007117119,1227.3,-0.000146653,0.0158,0.002526,22.39,2,
1/16/15,"2,019.42",0.013334893,208.1,-0.0083266,19.257067,0.018200448,1258.8,0.025342252,0.016,0.002566,20.95,-2,
1/20/15,"2,022.55",0.001548752,211.32,0.01535484,19.314947,0.003001142,1284.88,0.020506443,0.0159,0.002567,19.89,2,
1/21/15,"2,032.12",0.004720465,226.9,0.07113582,19.585089,0.013889259,1295.9,0.008540106,0.0161,0.002571,18.85,2,
1/22/15,"2,063.15",0.015154313,233.41,0.02828717,19.922762,0.017094386,1288.8,-0.005493882,0.0161,0.002561,16.4,2,
1/23/15,"2,051.82",-0.005506656,232.88,-0.00227326,19.980654,0.002901608,1296.7,0.006111023,0.016,0.002561,16.66,-2,
1/26/15,"2,057.09",0.002565168,273.47,0.16066863,19.893822,-0.004355274,1287.23,-0.007329953,0.0161,0.002561,15.52,2,
1/27/15,"2,029.55",-0.013478288,263.48,-0.03721446,18.938686,-0.049202523,1277.76,-0.007384078,0.0166,0.002526,17.22,-2,
1/28/15,"2,002.16",-0.013587503,233.91,-0.11904104,18.629957,-0.016435832,1289,0.008758179,0.0161,0.002546,20.44,-2,
1/29/15,"2,021.25",0.009489517,233.51,-0.00171152,19.083406,0.024048285,1280.2,-0.006850408,0.0162,0.002546,18.76,-1,
1/30/15,"1,994.99",-0.013077099,226.43,-0.03078906,18.523832,-0.029761042,1259.2,-0.016539717,0.0165,0.002531,20.97,-2,
2/2/15,"2,020.85",0.01287917,238.23,0.05080075,18.929043,0.02163929,1278.65,0.015328235,0.0165,0.002521,19.43,2,
2/3/15,"2,050.03",0.014336238,227.27,-0.04709786,19.401783,0.02466756,1278.4,-0.000195538,0.017,0.002551,17.33,-2,
2/4/15,"2,041.51",-0.004164706,226.85,-0.00184973,19.450024,0.002483335,1261.6,-0.013228539,0.0171,0.002551,18.33,-1,
2/5/15,"2,062.52",0.010238811,217.11,-0.04388487,19.7684,0.016236399,1267.85,0.004941796,0.017,0.002561,16.85,-2,
2/6/15,"2,055.47",-0.003424028,222.27,0.02348872,19.681568,-0.00440214,1263.41,-0.003508138,0.0171,0.002556,17.29,2,
2/9/15,"2,046.74",-0.00425624,220.11,-0.00976544,19.662275,-0.000980738,1235.6,-0.022257733,0.0171,0.0025835,18.55,-2,
2/10/15,"2,068.59",0.01061898,219.84,-0.00122741,20.212202,0.027584656,1240.6,0.004038451,0.017,0.002581,17.23,-1,
2/11/15,"2,068.53",-0.000029034,219.18,-0.0030067,20.077133,-0.006704976,1233.5,-0.005739477,0.0168,0.002581,16.96,-2,
2/12/15,"2,088.48",0.009598295,221.76,0.01170241,21.51466,0.069153058,1222.2,-0.009203144,0.0166,0.002581,15.34,2,
2/13/15,"2,096.99",0.004066459,235.43,0.05981791,21.524302,0.000448059,1225.3,0.002533198,0.0168,0.002571,14.69,2,
2/17/15,"2,100.34",0.0015963,243.61,0.03415496,21.591841,0.00313289,1228.1,0.002282548,0.0171,0.002567,15.8,2,
2/18/15,"2,099.68",-0.000314359,236.33,-0.03033945,21.340996,-0.011685594,1206,-0.018159161,0.0171,0.002606,15.45,-2,
2/19/15,"2,097.45",-0.001062622,240.28,0.01657578,21.398884,0.002708853,1212.2,0.005127792,0.0174,0.002615,15.29,2,
2/20/15,"2,110.30",0.006107843,243.78,0.01446127,21.553251,0.007187893,1204.7,-0.006206317,0.0175,0.002626,14.3,2,
2/23/15,"2,109.66",-0.000303385,238.89,-0.02026298,21.379587,-0.008090075,1198.5,-0.005159798,0.0172,0.002616,14.56,-2,
2/24/15,"2,115.48",0.002754972,238.74,-0.0006281,21.607183,0.010589217,1199.11,0.00050884,0.0172,0.002611,13.69,-1,
2/25/15,"2,113.86",-0.000766017,237.47,-0.00533379,21.442539,-0.007649053,1206.66,0.006276597,0.0172,0.002609,13.84,-2,
2/26/15,"2,110.74",-0.001477119,236.43,-0.00438912,21.500654,0.002706601,1210.25,0.002970738,0.0179,0.002616,13.91,-2,
2/27/15,"2,104.50",-0.002960683,253.83,0.07101257,21.365063,-0.006326335,1207,-0.002689008,0.0183,0.0026185,13.34,2,
3/2/15,"2,117.39",0.006106238,275.67,0.08253975,21.888048,0.024183717,1205.825,-0.000973962,0.0183,0.0026095,13.04,2,
3/3/15,"2,107.78",-0.004548873,281.7,0.02163818,21.481281,-0.01875883,1204.65,-0.000974912,0.0186,0.0026515,13.86,2,
3/4/15,"2,098.53",-0.004398161,273.09,-0.03104126,21.723402,0.011208208,1203.55,-0.000913545,0.0187,0.002636,14.23,-2,
3/5/15,"2,101.04",0.001195365,276.18,0.01125142,22.139854,0.01898922,1199.85,-0.003078974,0.0184,0.002636,14.04,2,
3/6/15,"2,071.26",-0.014275356,272.72,-0.0126072,21.839628,-0.013653215,1195.25,-0.00384118,0.0183,0.002646,15.2,-2,
3/9/15,"2,079.43",0.003936662,289.61,0.06008956,21.897736,0.002657135,1169.4,-0.021864572,0.0176,0.002666,15.06,2,
3/10/15,"2,044.16",-0.017106821,291.76,0.00739636,22.275452,0.017102013,1164.2,-0.004456641,0.0173,0.002677,16.69,2,
3/11/15,"2,040.24",-0.001919521,296.38,0.01571087,22.159225,-0.005231377,1159.95,-0.003657255,0.0172,0.002699,16.87,2,
3/12/15,"2,065.95",0.012522702,294.35,-0.00687288,21.955847,-0.009220406,1159.6,-0.000301783,0.0171,0.002706,15.42,-2,
3/13/15,"2,053.40",-0.006093237,285.34,-0.03108808,21.9849,0.001322372,1156.39,-0.002772034,0.0169,0.0027065,16,-2,
3/16/15,"2,081.19",0.013442909,290.59,0.01823189,22.246389,0.011823849,1158.1,0.001477648,0.0165,0.0027015,15.61,2,
3/17/15,"2,074.28",-0.003325698,285.51,-0.01763628,22.517574,0.012116368,1151.6,-0.005628451,0.0164,0.0026935,15.66,-2,
3/18/15,"2,099.50",0.012085102,256.3,-0.10792842,22.149544,-0.016479162,1147.66,-0.003427193,0.017,0.002703,13.97,-2,
3/19/15,"2,089.27",-0.004884489,260.93,0.01790354,22.488516,0.01518787,1170.7,0.019876774,0.0179,0.0026455,14.07,2,
3/20/15,"2,108.10",0.008972382,261.75,0.00313768,22.730644,0.010709191,1167.5,-0.00273715,0.0176,0.002668,13.02,2,
3/23/15,"2,104.42",-0.001747257,266.74,0.01888455,21.994581,-0.032917865,1181.5,0.011920107,0.0175,0.002668,13.41,2,
3/24/15,"2,091.50",-0.006158346,245.6,-0.0825702,21.694349,-0.013744293,1186.05,0.003843641,0.0177,0.0026935,13.62,-2,
3/25/15,"2,061.05",-0.014665926,246.2,0.00244002,20.377193,-0.062635527,1188.8,0.002315937,0.0181,0.0026855,15.44,2,
3/26/15,"2,056.15",-0.002380331,248.53,0.00941935,20.309395,-0.003332698,1208.8,0.016683737,0.018,0.0027305,15.8,2,
3/27/15,"2,061.02",0.002365761,247.03,-0.00605378,20.706484,0.019363301,1199.76,-0.007506595,0.0176,0.002754,15.07,-2,
3/30/15,"2,086.24",0.012162382,247.53,0.002022,20.793646,0.004200571,1193,-0.005650394,0.0173,0.0027415,14.51,2,
3/31/15,"2,067.89",-0.008834686,244.22,-0.01346233,20.270664,-0.025472742,1182.11,-0.009170166,0.0176,0.0027075,15.29,-2,
4/1/15,"2,059.69",-0.003973255,247.27,0.0124114,20.348141,0.003814839,1183.4,0.001090674,0.018,0.0027075,15.11,2,
4/2/15,"2,066.96",0.003523453,253.01,0.02294816,20.396564,0.002376899,1200.95,0.014721259,0.0181,0.0027375,14.67,2,
4/6/15,"2,080.62",0.006587073,255.49,0.00975426,20.98735,0.02855342,1205.825,0.00405107,0.0185,0.0027375,14.74,2,
4/7/15,"2,076.33",-0.002064033,253.18,-0.00908257,21.171358,0.008729355,1210.7,0.004034725,0.0185,0.0027375,14.78,-2,
4/8/15,"2,081.90",0.002678941,245.02,-0.03276086,21.326324,0.007292948,1206.2,-0.003723783,0.0184,0.002712,13.98,-2,
4/9/15,"2,091.18",0.004447576,243.68,-0.00548395,21.820255,0.022896489,1197.25,-0.007447662,0.0184,0.002759,13.09,-2,
4/10/15,"2,102.06",0.005189377,236.07,-0.03172752,22.043007,0.010156742,1199.6,0.001960908,0.0182,0.00277,12.58,-2,
4/13/15,"2,092.43",-0.004591807,224.59,-0.04985185,21.839628,-0.009269291,1204.4,0.00399335,0.018,0.002753,13.94,-2,
4/14/15,"2,095.84",0.001628432,219.16,-0.02447446,21.655609,-0.008461621,1195.9,-0.007082478,0.018,0.0027555,13.67,-2,
4/15/15,"2,106.63",0.005134989,223.83,0.02108478,21.917105,0.012002885,1190.15,-0.00481969,0.0184,0.0027435,12.84,2,
4/16/15,"2,104.99",-0.000778747,228.57,0.02095567,21.781515,-0.006205708,1203.1,0.010822209,0.0185,0.002751,12.6,2,
4/17/15,"2,081.18",-0.011375704,222.88,-0.025209,21.500654,-0.012978321,1200.13,-0.002471675,0.0189,0.0027575,13.89,-2,
4/20/15,"2,100.40",0.009192748,224.63,0.00782109,21.394115,-0.004967469,1202.25,0.001764917,0.0189,0.00276,13.3,2,
4/21/15,"2,097.29",-0.001481702,235.27,0.04627919,21.365063,-0.001358866,1191.8,-0.008730032,0.0186,0.0027725,13.25,2,
4/22/15,"2,107.96",0.005074583,234.18,-0.00464374,21.607183,0.011268788,1198.11,0.005280546,0.0187,0.002775,12.71,-2,
4/23/15,"2,112.93",0.002354941,236.46,0.00968901,21.52002,-0.004042141,1184.9,-0.011086932,0.0189,0.00277,12.48,2,
4/24/15,"2,117.69",0.002250266,231.27,-0.0221932,21.336008,-0.008587503,1189.6,0.003958733,0.0189,0.00279,12.29,-2,
4/27/15,"2,108.92",-0.004149913,229.29,-0.00859828,21.500654,0.007687191,1194.25,0.003901257,0.0191,0.00279,13.12,-2,
4/28/15,"2,114.76",0.002765404,225.85,-0.01511652,21.607183,0.004942452,1198.9,0.003886096,0.0189,0.0027815,12.41,-2,
4/29/15,"2,106.85",-0.003747348,225.81,-0.00017712,21.442539,-0.007649053,1207.35,0.007023405,0.0192,0.0027815,13.39,-1,
4/30/15,"2,085.51",-0.010180553,236.15,0.04477326,21.500654,0.002706601,1201.43,-0.004915361,0.0194,0.0027875,14.55,2,
5/1/15,"2,108.29",0.010863776,232.08,-0.01738506,22.033319,0.024472454,1179.8,-0.018167581,0.0194,0.0027975,12.7,-2,
5/4/15,"2,114.49",0.002936433,239.02,0.02946509,21.897736,-0.006172555,1179.6,-0.000169535,0.0192,0.00277825,12.85,2,
5/5/15,"2,089.46",-0.011908003,236.12,-0.01220708,21.336008,-0.025987091,1184.26,0.003942709,0.0194,0.002759,14.31,-2,
5/6/15,"2,080.15",-0.004465681,229.78,-0.02721782,21.403805,0.003172548,1191.46,0.006061339,0.0191,0.00276,15.15,-2,
5/7/15,"2,088.00",0.003766711,237.33,0.03232925,21.781515,0.017492964,1187.63,-0.003219721,0.0188,0.0027885,15.13,2,
5/8/15,"2,116.10",0.013368148,243.86,0.02714271,20.173807,-0.076676595,1183,-0.00390614,0.0188,0.0027985,12.86,2,
5/11/15,"2,105.33",-0.005102557,242.16,-0.00699563,19.980104,-0.009648101,1185.23,0.001883264,0.0188,0.002766,13.85,-2,
5/12/15,"2,099.12",-0.002953996,241.11,-0.0043454,20.173807,0.009648101,1180.05,-0.004380038,0.0188,0.00275,13.86,-2,
5/13/15,"2,098.48",-0.000305001,236.38,-0.01981258,20.29003,0.005744553,1190.2,0.00856455,0.0186,0.002739,13.76,-2,
5/14/15,"2,121.10",0.010721605,236.93,0.00232406,20.619316,0.016098674,1211.2,0.017490243,0.0187,0.00276,12.74,2,
5/15/15,"2,122.73",0.000768118,237.6,0.00282385,20.629002,0.000469643,1216.8,0.004612858,0.0183,0.002765,12.38,2,
5/18/15,"2,129.20",0.003043313,233.13,-0.01899235,20.599951,-0.001409253,1225.5,0.007124462,0.0186,0.00276,12.73,-2,
5/19/15,"2,127.83",-0.000643582,231.95,-0.00507441,20.471516,-0.006254241,1220.16,-0.004366926,0.0185,0.00281,12.85,-2,
5/20/15,"2,125.85",-0.000930949,234.02,0.00888475,20.471516,0,1204.8,-0.01266842,0.0188,0.002835,12.88,2,
5/21/15,"2,130.82",0.002335146,235.34,0.0056247,20.325565,-0.007155003,1206.66,0.001542634,0.0184,0.00282,12.11,2,
5/22/15,"2,126.06",-0.002236385,240.35,0.02106492,20.296377,-0.001437056,1208.8,0.00177192,0.0187,0.002845,12.13,2,
5/26/15,"2,104.20",-0.010335205,237.12,-0.01352985,20.169891,-0.006251449,1202.05,-0.005599699,0.0182,0.0028585,14.06,-2,
5/27/15,"2,123.48",0.009120919,237.28,0.00067454,21.249899,0.052161195,1184.75,-0.014496651,0.018,0.002835,13.27,1,
5/28/15,"2,120.79",-0.001267564,237.41,0.00054773,21.54179,0.013642627,1186.11,0.001147263,0.018,0.0028275,13.31,1,
5/29/15,"2,107.39",-0.006338515,237.1,-0.00130661,21.532061,-0.000451736,1185.46,-0.00054816,0.018,0.0028375,13.84,-1,
6/1/15,"2,111.73",0.002057343,222.93,-0.06162417,21.775305,0.011233496,1184.97,-0.000413427,0.018,0.002825,13.97,-2,
6/2/15,"2,109.60",-0.001009105,225.8,0.01279183,21.347198,-0.01985604,1184.48,-0.000413598,0.0183,0.002787,14.24,2,
6/3/15,"2,114.07",0.002116629,225.87,0.00030996,21.113682,-0.010999224,1190.15,0.00477549,0.0183,0.002792,13.66,1,
6/4/15,"2,095.84",-0.008660562,224.32,-0.00688601,21.493143,0.017812688,1180.9,-0.00780249,0.0181,0.002789,14.71,-2,
6/5/15,"2,092.83",-0.001437215,224.95,0.00280455,21.658552,0.007666434,1173.46,-0.00632021,0.0186,0.002812,14.21,2,
6/8/15,"2,079.28",-0.00649556,228.49,0.01561429,21.162334,-0.023177485,1170.2,-0.002781975,0.0185,0.002822,15.29,2,
6/9/15,"2,080.15",0.000418265,229.05,0.00244787,21.269358,0.005044542,1176.21,0.005122731,0.0186,0.002855,14.47,2,
6/10/15,"2,105.20",0.011970492,228.8,-0.00109206,20.889893,-0.018001992,1184.91,0.007369417,0.0187,0.0028785,13.22,-1,
6/11/15,"2,108.86",0.001737117,229.71,0.00396938,21.113682,0.010655813,1182.31,-0.00219667,0.0183,0.0028585,12.85,2,
6/12/15,"2,094.11",-0.007018875,229.98,0.0011747,20.539625,-0.027565319,1179.2,-0.002633909,0.0184,0.0028605,13.78,1,
6/15/15,"2,084.43",-0.004633289,236.82,0.02930801,20.500702,-0.001896818,1180.11,0.000771412,0.0185,0.0028325,15.39,2,
6/16/15,"2,096.29",0.00567373,250.9,0.05775409,20.753679,0.012264403,1181.5,0.001177163,0.0188,0.0028625,14.81,2,
6/17/15,"2,100.44",0.001977684,249.28,-0.00647769,20.996922,0.011652323,1176.71,-0.004062409,0.019,0.002857,14.5,-2,
6/18/15,"2,121.24",0.009854,249.01,-0.00108371,21.347198,0.016544634,1190.85,0.011944929,0.0189,0.002808,13.19,-1,
6/19/15,"2,109.99",-0.005317615,244.61,-0.01782795,21.279091,-0.003195542,1196.43,0.004674785,0.0186,0.002813,13.96,-2,
6/22/15,"2,122.85",0.006076368,246.99,0.00968274,21.191521,-0.004123799,1194.25,-0.001823749,0.019,0.0028225,12.74,2,
6/23/15,"2,124.20",0.000635666,244.3,-0.01095087,20.646652,-0.026047973,1182.3,-0.010056679,0.0192,0.0028075,12.11,-2,
6/24/15,"2,108.58",-0.007380466,240.51,-0.01563531,20.442324,-0.009945718,1173.81,-0.007206825,0.019,0.0028075,13.26,-2,
6/25/15,"2,102.31",-0.002978004,242.8,0.00947639,20.598005,0.007586769,1173.2,-0.00051981,0.0191,0.00282,14.01,2,
6/26/15,"2,101.49",-0.000390156,243.59,0.00324842,20.179621,-0.020520993,1173.4,0.000170459,0.0192,0.0028175,14.02,2,
6/29/15,"2,057.64",-0.021086969,257.06,0.05382304,19.57637,-0.030350007,1180.36,0.005913959,0.0187,0.002837,18.85,2,
6/30/15,"2,063.11",0.002654962,263.07,0.02311064,19.566643,-0.000496998,1175.36,-0.004244993,0.0187,0.002832,18.23,2,
7/1/15,"2,077.42",0.006912097,258.62,-0.01706035,19.848806,0.014317626,1169.41,-0.005075136,0.0189,0.002836,16.09,-2,
7/2/15,"2,076.78",-0.00030807,255.41,-0.01248971,19.868269,0.000980082,1164,-0.004636999,0.0191,0.002835,16.79,-2,
7/6/15,"2,068.76",-0.003869232,269.03,0.0519528,19.625023,-0.012318501,1169.61,0.004808011,0.0187,0.0028425,17.01,2,
7/7/15,"2,081.34",0.006062561,266.21,-0.01053743,19.255291,-0.019019556,1164.91,-0.004026529,0.0187,0.0028325,16.09,-2,
7/8/15,"2,046.68",-0.016792965,270.79,0.01705814,19.119072,-0.007099509,1151.26,-0.011786836,0.0183,0.0028345,19.66,2,
7/9/15,"2,051.31",0.002259648,269.23,-0.00577758,18.885555,-0.012289027,1159.8,0.007390582,0.0185,0.00286,19.97,-2,
7/10/15,"2,076.62",0.012262986,284.89,0.05653711,19.216372,0.01736528,1158.06,-0.001501385,0.0187,0.002858,16.83,2,
7/13/15,"2,099.60",0.011005269,292.05,0.02482188,19.342855,0.006560477,1157.91,-0.000129535,0.0186,0.002888,13.9,2,
7/14/15,"2,108.95",0.004443273,287.46,-0.0158413,19.352585,0.000502902,1152.61,-0.00458772,0.0185,0.002885,13.37,-2,
7/15/15,"2,107.40",-0.000735256,285.83,-0.00568649,19.216372,-0.007063378,1151.51,-0.000954811,0.0184,0.002885,13.23,-2,
7/16/15,"2,124.29",0.007982734,278.09,-0.02745243,19.64448,0.022033759,1144.16,-0.006403381,0.0184,0.00287,12.11,-2,
7/17/15,"2,126.64",0.001105572,279.47,0.00495015,19.527721,-0.005961337,1140.55,-0.003160141,0.0183,0.0029175,11.95,2,
7/20/15,"2,128.28",0.000770936,278.98,-0.00175486,19.167725,-0.018607171,1126.98,-0.011969114,0.0182,0.00295,12.25,-1,
7/21/15,"2,119.21",-0.004270796,275.83,-0.01135536,19.255291,0.004558005,1104.31,-0.020320783,0.0182,0.002941,12.22,-2,
7/22/15,"2,114.15",-0.002390565,277.22,0.00502668,18.885555,-0.019388536,1096.9,-0.006732686,0.018,0.002925,12.12,2,
7/23/15,"2,102.15",-0.00569221,276.05,-0.00422941,19.119072,0.012289027,1099.1,0.002003644,0.0179,0.002951,12.64,-2,
7/24/15,"2,079.65",-0.010761021,288.28,0.04335022,18.895287,-0.011773845,1086.16,-0.011843123,0.0176,0.002936,13.74,2,
7/27/15,"2,067.64",-0.005791755,293.62,0.01835418,18.788258,-0.005680426,1099.9,0.012570726,0.0173,0.002941,15.6,2,
7/28/15,"2,093.25",0.012310074,294.43,0.00275487,19.196907,0.021517072,1092.8,-0.006476057,0.0175,0.002968,13.44,2,
7/29/15,"2,108.57",0.007292143,289.59,-0.01657515,19.430424,0.012090913,1094.4,0.001463058,0.0177,0.002968,12.5,-2,
7/30/15,"2,108.63",0.000028367,287.72,-0.00647834,19.479076,0.002500779,1092.76,-0.001499662,0.0177,0.003001,12.13,-2,
7/31/15,"2,103.84",-0.002274104,284.65,-0.01072743,19.410967,-0.003502648,1084.4,-0.007679767,0.0174,0.003086,12.12,-2,
8/3/15,"2,098.04",-0.002760694,281.23,-0.01208752,19.741779,0.016898936,1091.91,0.006901618,0.017,0.003037,12.56,-2,
8/4/15,"2,093.32",-0.002252239,285.22,0.01408797,19.81962,0.003935205,1086.36,-0.005095798,0.0171,0.003011,13,2,
8/5/15,"2,099.84",0.003109838,281.88,-0.01177936,20.023941,0.010256252,1083.05,-0.003051523,0.017,0.003109,12.51,-2,
8/6/15,"2,083.56",-0.007783196,278.58,-0.01177618,19.897455,-0.006336774,1081.61,-0.001330463,0.0167,0.003114,13.77,-2,
8/7/15,"2,077.57",-0.002879023,279.58,0.00358321,22.359102,0.116641652,1091.8,0.009377039,0.0166,0.003116,13.39,2,
8/10/15,"2,104.18",0.012726836,264.47,-0.05556065,23.137484,0.0342205,1092.9,0.001007003,0.0169,0.003142,12.23,-2,
8/11/15,"2,084.07",-0.009603065,270.39,0.02213754,23.020721,-0.005059263,1112.05,0.017370445,0.0166,0.0031435,13.71,2,
8/12/15,"2,086.05",0.000949604,266.38,-0.0149415,23.0791,0.002532723,1114.35,0.002066116,0.0162,0.003093,13.61,-2,
8/13/15,"2,083.39",-0.001276026,264.08,-0.00867177,22.884506,-0.008467358,1119.66,0.004753793,0.0162,0.003205,13.49,-2,
8/14/15,"2,091.54",0.003904332,265.68,0.00604049,22.903967,0.000850039,1112.9,-0.006055847,0.0162,0.0032445,12.83,2,
8/17/15,"2,102.44",0.005197892,257.98,-0.02941051,22.758022,-0.006392428,1113.47,0.000512044,0.0158,0.0033285,13.02,-2,
8/18/15,"2,096.92",-0.002628983,211.08,-0.20064485,22.55088,-0.009143609,1115.26,0.001606296,0.0158,0.0033285,13.79,-2,
8/19/15,"2,079.61",-0.008289137,226.68,0.07130212,22.46294,-0.00390725,1118.2,0.002632688,0.0157,0.0033335,15.25,2,
8/20/15,"2,035.73",-0.02132596,235.35,0.03753444,21.651974,-0.036770212,1134.76,0.014700925,0.0156,0.003291,19.14,2,
8/21/15,"1,970.89",-0.032369242,232.57,-0.01188251,20.977789,-0.031632417,1160,0.02199883,0.0153,0.003291,28.03,-2,
8/24/15,"1,893.21",-0.040211444,210.49,-0.09975311,20.235212,-0.036039956,1157.75,-0.001941539,0.0149,0.003316,40.74,-2,
8/25/15,"1,867.61",-0.01361425,221.61,0.05148093,19.815069,-0.020981546,1150.71,-0.006099323,0.0153,0.00327,36.02,2,
8/26/15,"1,940.51",0.0382913,225.83,0.01886342,21.309988,0.072733174,1140.6,-0.008824703,0.0153,0.003252,30.32,2,
8/27/15,"1,987.66",0.024007254,224.77,-0.00470485,22.111197,0.036908249,1123.4,-0.015194639,0.0158,0.003244,26.1,-2,
8/28/15,"1,988.87",0.000608551,231.4,0.02907016,22.208906,0.004409248,1135,0.01027285,0.0161,0.00329,26.05,2,
8/31/15,"1,972.18",-0.008427078,230.06,-0.00580767,21.964636,-0.011059674,1129.6,-0.004769063,0.0163,0.003315,28.43,-2,
9/1/15,"1,913.85",-0.03002265,228.12,-0.00846834,21.065727,-0.041786298,1139.65,0.00885761,0.0157,0.00334,31.4,-2,
9/2/15,"1,948.86",0.018127671,229.28,0.00507216,21.700825,0.029702871,1137.7,-0.001712517,0.0156,0.003325,26.09,2,
9/3/15,"1,951.13",0.001164116,227.18,-0.00920131,21.759451,0.002697914,1128.7,-0.007942153,0.0154,0.003335,25.61,-2,
9/4/15,"1,921.22",-0.015448309,230.3,0.01364015,21.251375,-0.023626593,1121.4,-0.006488623,0.0151,0.00332,27.8,2,
9/8/15,"1,969.41",0.024773637,243.61,0.05618578,22.160053,0.041869654,1117.2,-0.00375235,0.0153,0.00332,24.9,2,
9/9/15,"1,942.04",-0.013995036,238.17,-0.02258388,21.720366,-0.020040908,1119.85,0.002369193,0.0156,0.00333,26.23,-2,
9/10/15,"1,952.29",0.005264075,238.48,0.00130074,22.06234,0.015621737,1103.6,-0.014617184,0.0159,0.00336,24.37,1,
9/11/15,"1,961.05",0.004477007,240.11,0.0068117,22.130737,0.003095374,1107.6,0.003617949,0.0159,0.003372,23.2,2,
9/14/15,"1,953.03",-0.004098041,230.64,-0.0402391,22.169821,0.001764493,1103.9,-0.003346148,0.0156,0.003355,24.25,-2,
9/15/15,"1,978.09",0.012749688,230.3,-0.00147525,22.414093,0.010957963,1103.76,-0.000126831,0.0156,0.0033425,22.54,-1,
